ID,Artists,Streams
162,Sebastian Yatra,454130669
163,Labrinth,451258557
164,YNW Melly,448594010
165,Cris Mj,448560983
166,Fleetwood Mac,439780534
167,Sheck Wes,434608965
168,Oasis,425217559
169,CJ,421701405
170,Alessia Cara,421013098
171,Surf Curse,420891608
172,Kodak Black,420584386
173,Dean Martin,420511303
174,Libianca,417174517
175,Zach Bryan,417010471
176,Zara Larsson,416707034
177,Keane,416565426
178,Gunna,412698262
179,Peso Pluma,410619079
180,Megan Thee Stallion,404714058
181,Zion & Lennox,403687306
182,V,394023294
183,Bebe Rexha,387589780
184,José Feliciano,383592875
185,Katy Perry,379200383
186,Dennis Lloyd,379036049
187,P!nk,374701209
188,Tory Lanez,373894182
189,New West,369563583
190,Frank Ocean,368634927
191,Kelly Clarkson,367165139
192,Nat King Cole,361914664
193,Band Aid,359226008
194,Hotel Ugly,358918192
195,TWICE,358046786
196,Big Sean,352220811
197,George Ezra,348714151
198,Bing Crosby,346291725
199,Troye Sivan,343206967
200,Lord Huron,340786911
201,6ix9ine,338781615
202,Lukas Graham,337751025
203,Dominic Fike,337634603
204,Martin Jensen,335307150
205,BoyWithUke,332295508
206,Rich The Kid,328277852
207,Boza,327618324
208,Paul McCartney,318695201
209,Chris Rea,313938825
210,Anuel AA,309842949
211,Dove Cameron,306961058
212,The Ronettes,305155733
213,StaySolidRocky,303897277
214,Luke Combs,301207359
215,Lil Baby,297409237
216,Kordhell,296423695
217,Ritt Momney,296263724
218,Grupo Frontera,294732506
219,Playboi Carti,293421681
220,Justin Timberlake,292683832
221,Chino Pacas,292441745
222,Oliver Tree,292260155
223,Apache 207,288856480
224,Jason Mraz,286435338
225,Coi Leray,285516533
226,Ryan Castro,285286880
227,Lorde,282665512
228,Mr.Kitty,281007749
229,A Boogie Wit da Hoodie,280117550
230,Sleepy Hallow,279796044
231,Alan Walker,276907156
232,TOTO,276728836
233,Nicky Jam,276331998
234,Tame Impala,276248773
235,Rema,271243697
236,IVE,268598020
237,Melanie Martinez,264349706
238,Fujii Kaze,261260868
239,Linkin Park,260301028
240,Burl Ives,260207068
241,Shakin' Stevens,258970157
242,Beach Weather,257784611
243,Tyga,254685882
244,Loreen,250778888
245,Mac Miller,246746813
246,CNCO,245142113
247,Flipp Dinero,237539689
248,Shakira,235812988
249,Logic,234882134
250,Peggy Gou,234050802
251,Sam Hunt,231250740
252,,228785323
253,AJR,222210107
254,Wolfine,221455894
255,Noah Cyrus,220667316
256,Carin Leon,218747856
257,Little Mix,218682333
258,WILLOW,214021308
259,Seafret,211709519
260,A$AP Ferg,210566105
261,INTERWORLD,207535395
262,LE SSERAFIM,207320940
263,Marília Mendonça,205959385
264,Gusttavo Lima,204852299
265,Henrique & Juliano,204017616
266,Bella Poarch,199535779
267,AURORA,198554137
268,JISOO,197791650
269,King,193790951
270,Jerry Di,190519051
271,Rag'n'Bone Man,189152276
272,ThxSoMch,188045488
273,Lauren Spencer Smith,187407722
274,Elvis Presley,186930823
275,HVME,186021054
276,Pink Sweat$,186001444
277,Benson Boone,185418436
278,NLE Choppa,180735315
279,Lizzy McAlpine,179527000
280,24kGoldn,179295183
281,Kenya Grace,179286588
282,ZAYN,178163985
283,Hailee Steinfeld,177022418
284,Lil Xan,174053727
285,Aminé,173901454
286,TINI,173894630
287,The Jackson 5,171525918
288,Anggi Marito,166852722
289,DripReport,164895935
290,Paloma Faith,164582177
291,Luar La L,164498841
292,BØRNS,164467829
293,Rels B,163303526
294,Shouse,162606400
295,Clairo,160596557
296,João Gomes,160466699
297,Rae Sremmurd,159941853
298,Lil Peep,159076563
299,JP Cooper,158561490
300,Trippie Redd,158096025
301,Calvin Harris,157402949
302,BROCKHAMPTON,154719621
303,Ashnikko,153449661
304,(G)I-DLE,150955142
305,Duki,149934059
306,Ingratax,148886221
307,Radiohead,148668134
308,Lil Tjay,148661478
309,Ghost,148591579
310,Elton John,147572964
311,Blueface,146731807
312,Darlene Love,145217860
313,Britney Spears,143197638
314,Beach House,142070539
315,Jhayco,139894116
316,Doechii,137166101
317,TV Girl,137133653
318,BANNERS,136913269
319,Famous Dex,135679938
320,Guns N' Roses,135545545
321,Daryl Hall & John Oates,133402963
322,Big Shaq,132292671
323,Chuck Berry,130897387
324,Madison Beer,130072802
325,Jessica Darrow,127800585
326,Alvaro Soler,127107786
327,YOASOBI,126551606
328,Raim Laode,125661194
329,Kesha,123985885
330,Israel & Rodolffo,123254916
331,The Rare Occasions,120835864
332,Charli XCX,119683526
333,Desiigner,119097758
334,Jess Glynne,118291194
335,Normani,117321765
336,Sage The Gemini,116189090
337,Tom Walker,115174650
338,Frank Sinatra,113176180
339,ROSÉ,112718659
340,Yung Gravy,112392820
341,Wisin,112251106
342,Ella Mai,111933177
343,Ant Saunders,111542926
344,Jeremy Zucker,111135224
345,Natanael Cano,110476967
346,Dhruv,110422596
347,Harry Nach,109508977
348,Lasso,109338564
349,Blanco Brown,109244732
350,JENNIE,109108247
351,salem ilese,107359359
352,Capital Bra,107129028
353,Ashe,105594686
354,Lil Wayne,105476238
355,ITZY,105176004
356,Creedence Clearwater Revival,103739828
357,Burna Boy,103250128
358,Omar Apollo,102275573
359,Trinidad Cardona,101665145
360,Maria Becerra,101658902
361,Armani White,101156244
362,Petit Biscuit,99383057
363,Passenger,98922580
364,iñigo quintero,98710161
365,Em Beihold,97874159
366,Clinton Kane,97754402
367,Kid Cudi,97234883
368,Calboy,96770086
369,Kylie Minogue,95564875
370,Emmy Meli,95524954
371,girl in red,95038069
372,Tom Grennan,94763591
373,The Goo Goo Dolls,94456941
374,Mac DeMarco,94388881
375,Ayo & Teo,94286778
376,Fousheé,93530699
377,King Princess,93339639
378,Metallica,93254765
379,Jain,92978528
380,John Mayer,92482122
381,Yng Lvcas,91308735
382,Kenshi Yonezu,91047386
383,ElyOtto,90467455
384,Mahalini,88821106
385,Dave,88039842
386,Zé Neto & Cristiano,87511492
387,Stormzy,87062437
388,Jung Kook,86250642
389,Mother Mother,85601498
390,MERO,84940968
391,Trueno,83480936
392,PinkPantheress,82733534
393,C. Tangana,82074073
394,a-ha,82030617
395,Shubh,81724457
396,MØ,81590055
397,Kaliii,81572533
398,Bruce Springsteen,81458322
399,Piso 21,81261978
400,NAYEON,81089021
401,50 Cent,80329014
402,Ski Mask The Slump God,79792211
403,Tai Verdes,79461131
404,DNCE,79024379
405,Olivia Holt,78421862
406,Bellakath,78233215
407,Ellie Goulding,78200463
408,Why Don't We,77774846
409,Stray Kids,77661977
410,Aerosmith,77475802
411,Jamie Miller,76732320
412,Christian Nodal,76493787
413,PUBLIC,74839305
414,Nacho,74554873
415,KEVIN ROLDAN,74473493
416,The Carters,73965116
417,Raí Saia Rodada,73941236
418,Sam Fischer,73755937
419,Rex Orange County,73676871
420,Alesso,73590863
421,Freddie Dredd,73588094
422,Zé Felipe,73368144
423,Mitski,73096927
424,Ramz,72135571
425,Luan Santana,71417417
426,Ghea Indrawari,71368960
427,Galantis,71314361
428,Plan B,71101446
429,Mae Stephens,71085470
430,LF SYSTEM,70820557
431,Agust D,70111331
432,ENHYPEN,70024182
433,Felipe Amorim,69418935
434,Lil Skies,69119139
435,Laufey,68725989
436,Olly Alexander (Years & Years),68532559
437,Lele Pons,68493802
438,Vedo,68072355
439,The Beach Boys,67944405
440,Leo Santana,67078776
441,Oliver Anthony Music,66866354
442,Peach Tree Rascals,66642974
443,YBN Nahmir,66510503
444,Luke Christopher,65589960
445,Red Velvet,65104317
446,ItaloBrothers,65096770
447,Gym Class Heroes,64975059
448,NIKI,64885788
449,Kaifi Khalil,63114186
450,Eden Muñoz,61349396
451,PNL,60947150
452,PEDRO SAMPAIO,60926517
453,Lil Dicky,60923818
454,Oxlade,60237203
455,Isaiah Firebrace,59931948
456,Quavo,59922031
457,Saweetie,59840530
458,Tyla,59620668
459,Kenia OS,59234770
460,j-hope,59091675
461,Yung Lean,58646617
462,JIN,58278912
463,sangiovanni,57989079
464,Pashanim,57841970
465,LANY,57391461
466,Leona Lewis,56560233
467,Luciano,55646970
468,Os Barões Da Pisadinha,55584309
469,Beach Bunny,55400598
470,Loren Allred,55370618
471,Matuê,55262190
472,MC Kevin o Chris,54299907
473,Jonas Esticado,53603561
474,Bonez MC,52645349
475,Pentatonix,52535128
476,Tay-K,52485087
477,Musical Youth,52283858
478,Chase Atlantic,50690126
479,Calum Scott,49318214
480,Mahmood,49247794
481,Tony Bennett,49099834
482,Kungs,48611944
483,Superstar Pride,48584874
484,Ofenbach,48060651
485,Ana Castela,47927899
486,Luísa Sonza,47228272
487,Andy Grammer,46997144
488,Bausa,46787750
489,Ashley O,46406241
490,Chlöe,45572324
491,Liam Payne,45433472
492,KIDS SEE GHOSTS,45423642
493,Calibre 50,45357858
494,Stevie Wonder,45166463
495,Vegedream,44744021
496,TOKYO’S REVENGE,44421300
497,Leah Kate,43939041
498,AP Dhillon,43897234
499,$uicideboy$,43775778
500,Bo Burnham,43443798
501,Armin van Buuren,43188814
502,Ryan Gosling,43165201
503,A$AP Rocky,43124739
504,A R I Z O N A,42311752
505,Ufo361,42059530
506,Käärijä,41719227
507,*NSYNC,41423434
508,Dermot Kennedy,40775091
509,mgk,40546506
510,Offset,40523086
511,Simone Mendes,40392837
512,Daya,40367148
513,John Amplificado,40269681
514,Marian Hill,39920065
515,Moon Taxi,39474323
516,Jessi,39439787
517,Eagles,39406751
518,A-Wall,39225622
519,Aaron Carter,39089078
520,Tulus,38394497
521,Journey,38216797
522,Tarcísio do Acordeon,38025692
523,Jack Black,37704133
524,Michael Jackson,37588488
525,MARINA,37288201
526,Walker Hayes,37031292
527,Muni Long,36486533
528,Vundabar,36481473
529,BENNETT,36360448
530,TOMORROW X TOGETHER,35972114
531,James Bay,35758685
532,Yeat,35655228
533,MKTO,35210226
534,Bryce Vine,34911198
535,Samra,34227608
536,San Holo,33804161
537,Mora,33605597
538,SALES,33592059
539,Lil Yachty,32060159
540,TREASURE,32006280
541,Juanfran,31705691
542,Florence + The Machine,31565085
543,RealestK,31380694
544,Ivan Cornejo,31294788
545,Thomas Rhett,31181520
546,Jovem Dionisio,31160840
547,Mari Fernandez,31034767
548,Paramore,30747945
549,MAX,30668813
550,Edison Lighthouse,30565436
551,Shindy,30029451
552,Ninho,29982937
553,southstar,29777746
554,WhoHeem,29765969
555,Junior H,29642620
556,Lil Mabu,29604714
557,YoungBoy Never Broke Again,29565841
558,WOS,29116081
559,Gaullin,29094254
560,Kevin Kaarl,28990428
561,SOB X RBE,28914499
562,Guaynaa,28369221
563,Bea Miller,28084478
564,Maren Morris,28022954
565,Natalie Taylor,27823356
566,Baby Tate,27419781
567,SEVENTEEN,27399410
568,Noah Kahan,27011067
569,SUICIDAL-IDOL,26788090
570,Bring Me The Horizon,26595366
571,sped up 8282,26306117
572,Aya Nakamura,26113305
573,Ella Fitzgerald,25890384
574,Sefo,25854909
575,Yahritza Y Su Esencia,25790268
576,KSI,25577915
577,thasup,25320424
578,Sara Kays,25298097
579,Jorge & Mateus,25272240
580,Lazza,24336574
581,Young Miko,23968409
582,Gene Autry,23875104
583,Alexander 23,23798137
584,Avril Lavigne,23511929
585,George Michael,23391392
586,Chance the Rapper,23147363
587,Ayra Starr,22698871
588,Kep1er,22161066
589,Alessandra,21982557
590,Florida Georgia Line,21946131
591,Donny Hathaway,21924981
592,Montez,21924269
593,Montell Fish,21789904
594,siouxxie sixxsta,21754057
595,FLETCHER,21300107
596,juan karlos,21154835
597,SHAED,20802433
598,Darell,20471985
599,Astrid S,20179607
600,The xx,20065204
601,AC/DC,20004529
602,Brent Faiyaz,19674826
603,Wizzard,19651150
604,Residente,19599184
605,Bag Raiders,19448068
606,Dalex,19291759
607,Dj Kass,19154649
608,RIN,18725154
609,Victor Cibrian,18626277
610,Ezhel,18487032
611,The 1975,18447722
612,Matthew Wilder,18233325
613,Pharrell Williams,18196376
614,cakal,17979343
615,Paul Rosenberg,17969356
616,The Script,17562527
617,Stromae,17517114
618,Teto,17259739
619,Rammstein,17112387
620,Stephanie Beatriz,17011807
621,Young M.A,16985801
622,Gambi,16970642
623,Reynmen,16912015
624,Marshmello,16813735
625,ScHoolboy Q,16702555
626,Romeo Santos,16665679
627,Prince Royce,16310943
628,Loredana,16295337
629,MC G15,16100612
630,ABBA,15968639
631,Hugo & Guilherme,15599730
632,Ice Spice,15537632
633,Sarah Cothran,15512316
634,Hippie Sabotage,15486045
635,Shirin David,15404157
636,Gabriel Diniz,15225757
637,Takeoff,15184951
638,Fall Out Boy,14861124
639,Milky Chance,14631677
640,UZI,14628830
641,DMX,14626871
642,347aidan,14275400
643,Naomi Scott,14147192
644,Bryson Tiller,14134115
645,Sfera Ebbasta,14080367
646,Amy Grant,14074798
647,Black Eyed Peas,13268660
648,Madame,13209830
649,Sub Urban,13099396
650,Boney M.,12866504
651,Mason Ramsey,12863766
652,Sidhu Moose Wala,12769116
653,Bryant Myers,12731471
654,Paloma Mami,12701721
655,MiC LOWRY,12671636
656,Sofia Carson,12560179
657,Dan + Shay,12224706
658,aespa,12134598
659,Nina Chuba,12066537
660,My Chemical Romance,11829987
661,Eno,11790488
662,Nimo,11637598
663,Irama,11390942
664,BIGBANG,11383736
665,Matt Terry,11382364
666,Michelle Williams,11232588
667,Jorja Smith,11036336
668,Studio Killers,10970185
669,Bosh,10691967
670,Ray Parker Jr.,10597992
671,Norm Ender,10248859
672,Fero47,10163416
673,Mr.Rain,9867102
674,KALEO,9802890
675,NAV,9633765
676,James Hersey,9555506
677,RAF Camora,9526972
678,Marco Mengoni,9479614
679,State of Sound,9277402
680,La La Land Cast,8946259
681,twocolors,8920627
682,Rod Wave,8789749
683,Nadhif Basalamah,8777022
684,Chencho Corleone,8549066
685,The Cranberries,8500944
686,Darshan Raval,8305605
687,Aitana,8209847
688,Fifth Harmony,8150516
689,WIU,8118583
690,Emir Can İğrek,7993947
691,Red Hot Chili Peppers,7943927
692,beabadoobee,7914985
693,Aqua,7898145
694,KAI,7660347
695,The Citizens of Halloween,6971970
696,Eladio Carrion,6953566
697,Barbara Pravi,6935400
698,MC Rogerinho,6882424
699,blink-182,6565993
700,Foster The People,6383850
701,Blind Channel,6277641
702,Go_A,6237019
703,Train,6207695
704,Céline Dion,6199243
705,Gzuz,6113037
706,Ultimo,6106434
707,Chanel,6017354
708,La rappresentante di lista,5933484
709,Tove Lo,5868126
710,Sam Ryder,5867579
711,Trio Vegabajeño,5842320
712,Kiiara,5816561
713,Joel Adams,5782829
714,Foo Fighters,5764832
715,Nessa Barrett,5738954
716,PnB Rock,5686110
717,Rkomi,5648877
718,Slade,5611874
719,Pusha T,5513542
720,Vince Guaraldi Trio,5457722
721,SuperM,5421847
722,SiM,5417776
723,Zoe Wees,5410730
724,JACKBOYS,5363493
725,Stan Kenton,5251429
726,Rockwell,5237313
727,Matt Maltese,5215969
728,Gjon's Tears,5174437
729,Judy Garland,5168019
730,Dream,5156496
731,Daði Freyr,5152139
732,KC Rebell,5147368
733,Slipknot,5113002
734,Damso,5094137
735,Kontra K,5068278
736,Pamungkas,5052557
737,Red Velvet - IRENE & SEULGI,5030481
738,Netta,5017746
739,Mimi Webb,4998044
740,K CAMP,4994448
741,Erica Banks,4915403
742,Peter Manos,4761551
743,Solange,4746650
744,Dardan,4739363
745,Wisin & Yandel,4672012
746,Kehlani,4603243
747,Salmo,4531697
748,jxdn,4435538
749,Louis Tomlinson,4280976
750,Eleni Foureira,4250022
751,EXO,4241042
752,Ghali,4187081
753,Russ,4133199
754,Aretha Franklin,4027932
755,Mumford & Sons,3950404
756,MC Loma e As Gêmeas Lacração,3854154
757,MC Kevinho,3840017
758,Zacari,3821752
759,Outkast,3635414
760,MC's Jhowzinho & Kadinho,3457583
761,Boef,3376698
762,Joey Bada$$,3306862
763,Thirty Seconds To Mars,3278983
764,Tom Petty,3273724
765,VÉRITÉ,2753947
766,Flo Rida,2673597
