Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
MadeinTYO,A$AP Ferg,5768616,MadeinTYO → Nicki Minaj → A$AP Ferg,2
MadeinTYO,Nicki Minaj,5768616,MadeinTYO → A$AP Ferg → Nicki Minaj,2
Nicki Minaj,A$AP Ferg,5768616,Nicki Minaj → MadeinTYO → A$AP Ferg,2
Nekfeu,Damso,5716607,,-1
Swae Lee,Lil Tjay,5702636,Swae Lee → Pop Smoke → Lil Tjay,2
David Guetta,Cedric Gervais,5697984,David Guetta → Chris Willis → Cedric Gervais,2
David Guetta,Chris Willis,5697984,David Guetta → Cedric Gervais → Chris Willis,2
Cedric Gervais,Chris Willis,5697984,Cedric Gervais → David Guetta → Chris Willis,2
Gambi,Heuss L'enfoiré,5678754,,-1
Khalid,Tate McRae,5666770,Khalid → Post Malone → Tiësto → Tate McRae,3
Maes,Booba,5656775,,-1
Gera MX,Rels B,5655126,,-1
Eminem,Nicki Minaj,5633462,Eminem → Big Sean → Nicki Minaj,2
Eminem,Labrinth,5633462,Eminem → Nicki Minaj → Labrinth,2
Nicki Minaj,Labrinth,5633462,Nicki Minaj → Eminem → Labrinth,2
Kygo,X Ambassadors,5626846,Kygo → Imagine Dragons → X Ambassadors,2
Lazza,MACHETE,5616755,Lazza → thasup → MACHETE,2
Lazza,Salmo,5616755,Lazza → Sfera Ebbasta → Salmo,2
JAY-Z,Linkin Park,5602548,JAY-Z → Drake → Headie One → Stormzy → Linkin Park,4
Capital Bra,Clueso,5600868,Capital Bra → KC Rebell → Clueso,2
Clueso,KC Rebell,5600868,Clueso → Capital Bra → KC Rebell,2
Anderson .Paak,Kendrick Lamar,5600121,Anderson .Paak → James Blake → Kendrick Lamar,2
Selena Gomez,Camilo,5599395,Selena Gomez → Ozuna → Camilo,2
Sfera Ebbasta,Salmo,5587509,Sfera Ebbasta → Lazza → Salmo,2
The Kid LAROI,Fivio Foreign,5572362,The Kid LAROI → Polo G → Fivio Foreign,2
Internet Money,Roddy Ricch,5550390,Internet Money → A Boogie Wit da Hoodie → Roddy Ricch,2
Don Toliver,Roddy Ricch,5550390,Don Toliver → Gunna → Roddy Ricch,2
Flume,Tove Lo,5545560,,-1
Travis Scott,Takeoff,5542140,Travis Scott → Quavo → Takeoff,2
Quavo,Takeoff,5542140,Quavo → Travis Scott → Takeoff,2
Huncho Jack,Takeoff,5542140,Huncho Jack → Travis Scott → Takeoff,2
Chris Brown,H.E.R.,5531998,Chris Brown → Future → Ed Sheeran → H.E.R.,3
Sfera Ebbasta,Guè,5504912,Sfera Ebbasta → Marracash → Guè,2
Young Thug,A Boogie Wit da Hoodie,5503902,Young Thug → Ed Sheeran → A Boogie Wit da Hoodie,2
Bonez MC,AK AUSSERKONTROLLE,5494500,,-1
Future,Young Scooter,5492731,Future → Juice WRLD → Young Scooter,2
Juice WRLD,Young Scooter,5492731,Juice WRLD → Future → Young Scooter,2
Martin Garrix,G-Eazy,5490586,Martin Garrix → Bebe Rexha → G-Eazy,2
Martin Garrix,Sasha Alex Sloan,5490586,Martin Garrix → G-Eazy → Sasha Alex Sloan,2
G-Eazy,Sasha Alex Sloan,5490586,G-Eazy → Martin Garrix → Sasha Alex Sloan,2
MEDUZA,Hozier,5490070,MEDUZA → Becky Hill → David Guetta → French Montana → Post Malone → Noah Kahan → Hozier,6
A$AP Rocky,FKA twigs,5486769,A$AP Rocky → Post Malone → Ty Dolla $ign → FKA twigs,3
Logic,2 Chainz,5479510,Logic → Wiz Khalifa → 2 Chainz,2
Gunna,G-Eazy,5463248,Gunna → Post Malone → G-Eazy,2
Polo G,Migos,5456648,Polo G → The Kid LAROI → Post Malone → Migos,3
J. Cole,Lil Tjay,5454994,J. Cole → 6LACK → Lil Tjay,2
Lil Tjay,Bas,5454994,Lil Tjay → J. Cole → Bas,2
Capital Bra,CRO,5440253,,-1
mgk,CORPSE,5439646,,-1
Lil Uzi Vert,Pusha T,5431948,Lil Uzi Vert → Kanye West → Pusha T,2
Pusha T,Don Toliver,5431948,Pusha T → Lil Uzi Vert → Don Toliver,2
JID,Guapdad 4000,5421875,JID → Ski Mask The Slump God → Guapdad 4000,2
JID,Reese LAFLARE,5421875,JID → Ski Mask The Slump God → Reese LAFLARE,2
JID,Jace,5421875,JID → Ski Mask The Slump God → Jace,2
JID,Mez,5421875,JID → Ski Mask The Slump God → Mez,2
JID,Smokepurpp,5421875,JID → Ski Mask The Slump God → Smokepurpp,2
JID,Buddy,5421875,JID → Ski Mask The Slump God → Buddy,2
JID,Ski Mask The Slump God,5421875,JID → Dreamville → Ski Mask The Slump God,2
Ski Mask The Slump God,Dreamville,5421875,Ski Mask The Slump God → JID → Dreamville,2
Ski Mask The Slump God,Bas,5421875,Ski Mask The Slump God → JID → Bas,2
Ski Mask The Slump God,Guapdad 4000,5421875,Ski Mask The Slump God → JID → Guapdad 4000,2
Ski Mask The Slump God,Reese LAFLARE,5421875,Ski Mask The Slump God → JID → Reese LAFLARE,2
Ski Mask The Slump God,Jace,5421875,Ski Mask The Slump God → JID → Jace,2
Ski Mask The Slump God,Mez,5421875,Ski Mask The Slump God → JID → Mez,2
Ski Mask The Slump God,Smokepurpp,5421875,Ski Mask The Slump God → JID → Smokepurpp,2
Ski Mask The Slump God,Buddy,5421875,Ski Mask The Slump God → JID → Buddy,2
Smokepurpp,Dreamville,5421875,Smokepurpp → JID → Dreamville,2
Smokepurpp,Bas,5421875,Smokepurpp → JID → Bas,2
Smokepurpp,Guapdad 4000,5421875,Smokepurpp → JID → Guapdad 4000,2
Smokepurpp,Reese LAFLARE,5421875,Smokepurpp → JID → Reese LAFLARE,2
Smokepurpp,Jace,5421875,Smokepurpp → JID → Jace,2
Smokepurpp,Mez,5421875,Smokepurpp → JID → Mez,2
Smokepurpp,Buddy,5421875,Smokepurpp → JID → Buddy,2
Dreamville,Guapdad 4000,5421875,Dreamville → JID → Guapdad 4000,2
Dreamville,Reese LAFLARE,5421875,Dreamville → JID → Reese LAFLARE,2
Dreamville,Jace,5421875,Dreamville → JID → Jace,2
Dreamville,Mez,5421875,Dreamville → JID → Mez,2
Dreamville,Buddy,5421875,Dreamville → JID → Buddy,2
Bas,Guapdad 4000,5421875,Bas → JID → Guapdad 4000,2
Bas,Reese LAFLARE,5421875,Bas → JID → Reese LAFLARE,2
Bas,Jace,5421875,Bas → JID → Jace,2
Bas,Mez,5421875,Bas → JID → Mez,2
Bas,Buddy,5421875,Bas → JID → Buddy,2
Guapdad 4000,Reese LAFLARE,5421875,Guapdad 4000 → JID → Reese LAFLARE,2
Guapdad 4000,Jace,5421875,Guapdad 4000 → JID → Jace,2
Guapdad 4000,Mez,5421875,Guapdad 4000 → JID → Mez,2
Guapdad 4000,Buddy,5421875,Guapdad 4000 → JID → Buddy,2
Reese LAFLARE,Jace,5421875,Reese LAFLARE → JID → Jace,2
Reese LAFLARE,Mez,5421875,Reese LAFLARE → JID → Mez,2
Reese LAFLARE,Buddy,5421875,Reese LAFLARE → JID → Buddy,2
Jace,Mez,5421875,Jace → JID → Mez,2
Jace,Buddy,5421875,Jace → JID → Buddy,2
Mez,Buddy,5421875,Mez → JID → Buddy,2
Luciano,Miksu / Macloud,5415994,Luciano → Summer Cem → Miksu / Macloud,2
Luciano,Jamule,5415994,Luciano → Miksu / Macloud → Jamule,2
Miksu / Macloud,Summer Cem,5415994,Miksu / Macloud → Luciano → Summer Cem,2
Miksu / Macloud,Jamule,5415994,Miksu / Macloud → Luciano → Jamule,2
Summer Cem,Jamule,5415994,Summer Cem → Luciano → Jamule,2
Gucci Mane,Lil Skies,5414894,Gucci Mane → Logic → Wiz Khalifa → Lil Skies,3
Camila Cabello,Myke Towers,5412180,Camila Cabello → Tainy → Myke Towers,2
Camila Cabello,Tainy,5412180,Camila Cabello → J Balvin → Tainy,2
Jack Harlow,Eminem,5404939,Jack Harlow → Big Sean → Eminem,2
Jack Harlow,Cordae,5404939,Jack Harlow → Eminem → Cordae,2
Eminem,Cordae,5404939,Eminem → Jack Harlow → Cordae,2
Doja Cat,Young Thug,5393789,Doja Cat → Post Malone → Young Thug,2
Post Malone,Juice WRLD,5393459,Post Malone → The Kid LAROI → Juice WRLD,2
Bad Bunny,Mr Eazi,5383079,Bad Bunny → J Balvin → Mr Eazi,2
Chris Brown,DJ Khaled,5381713,Chris Brown → Justin Bieber → DJ Khaled,2
Chris Brown,Lil Wayne,5381713,Chris Brown → Justin Bieber → Lil Wayne,2
Chris Brown,Big Sean,5381713,Chris Brown → DJ Khaled → Big Sean,2
DJ Khaled,Big Sean,5381713,DJ Khaled → Post Malone → Big Sean,2
Bad Bunny,Gabriela,5364262,,-1
Future,Southside,5338777,Future → Travis Scott → Southside,2
Travis Scott,Southside,5338777,Travis Scott → Future → Southside,2
Polo G,Pop Smoke,5335308,Polo G → Lil Tjay → Pop Smoke,2
Pop Smoke,Rah Swish,5335271,,-1
Justin Bieber,Wizkid,5332786,Justin Bieber → Tems → Wizkid,2
Justin Bieber,Tems,5332786,Justin Bieber → Future → Tems,2
Tems,Wizkid,5332786,Tems → Justin Bieber → Wizkid,2
Idina Menzel,Evan Rachel Wood,5332232,,-1
Logic,Gucci Mane,5327833,Logic → Ty Dolla $ign → Gucci Mane,2
Salmo,Fabri Fibra,5326485,Salmo → MACHETE → Fabri Fibra,2
Francesca Michielin,Fedez,5321946,,-1
Ufo361,RIN,5302420,Ufo361 → Capital Bra → Juju → Bausa → RIN,4
Calvin Harris,Normani,5300328,Calvin Harris → Sam Smith → Normani,2
Calvin Harris,Wizkid,5300328,Calvin Harris → Normani → Wizkid,2
Normani,Wizkid,5300328,Normani → Calvin Harris → Wizkid,2
Samra,ELIF,5297101,,-1
Selena Gomez,Kid Cudi,5291134,Selena Gomez → Gucci Mane → Drake → Kid Cudi,3
Salmo,NSTASIA,5287257,,-1
Big Sean,Hit-Boy,5275170,Big Sean → A$AP Ferg → Hit-Boy,2
Big Sean,A$AP Ferg,5275170,Big Sean → Nicki Minaj → A$AP Ferg,2
Hit-Boy,A$AP Ferg,5275170,Hit-Boy → Big Sean → A$AP Ferg,2
Future,Sfera Ebbasta,5263469,Future → J Balvin → Sfera Ebbasta,2
Dua Lipa,Madonna,5254969,Dua Lipa → Missy Elliott → Madonna,2
Dua Lipa,Missy Elliott,5254969,Dua Lipa → Madonna → Missy Elliott,2
Dua Lipa,The Blessed Madonna,5254969,Dua Lipa → Madonna → The Blessed Madonna,2
Madonna,Missy Elliott,5254969,Madonna → Dua Lipa → Missy Elliott,2
Madonna,The Blessed Madonna,5254969,Madonna → Dua Lipa → The Blessed Madonna,2
Missy Elliott,The Blessed Madonna,5254969,Missy Elliott → Dua Lipa → The Blessed Madonna,2
Clean Bandit,MARINA,5252329,Clean Bandit → Luis Fonsi → MARINA,2
Clean Bandit,Luis Fonsi,5252329,Clean Bandit → Demi Lovato → Luis Fonsi,2
Luis Fonsi,MARINA,5252329,Luis Fonsi → Clean Bandit → MARINA,2
Playboi Carti,Lil Yachty,5245232,Playboi Carti → Drake → Lil Yachty,2
The Kid LAROI,YoungBoy Never Broke Again,5226940,The Kid LAROI → Juice WRLD → YoungBoy Never Broke Again,2
The Kid LAROI,Internet Money,5226940,The Kid LAROI → Juice WRLD → Internet Money,2
Internet Money,YoungBoy Never Broke Again,5226940,Internet Money → The Kid LAROI → YoungBoy Never Broke Again,2
Booba,JSX,5208787,,-1
Bonez MC,Frauenarzt,5203700,Bonez MC → 187 Strassenbande → Frauenarzt,2
187 Strassenbande,Frauenarzt,5203700,187 Strassenbande → Bonez MC → Frauenarzt,2
Martin Garrix,Tove Lo,5197587,,-1
Nicki Minaj,BIA,5186354,Nicki Minaj → David Guetta → J Balvin → BIA,3
Martin Garrix,Clinton Kane,5186141,,-1
David Guetta,Martin Solveig,5186062,David Guetta → Bebe Rexha → Jax Jones → Martin Solveig,3
Kane Brown,blackbear,5173178,Kane Brown → Marshmello → blackbear,2
Sfera Ebbasta,Shablo,5171235,Sfera Ebbasta → Geolier → Shablo,2
Sfera Ebbasta,Geolier,5171235,Sfera Ebbasta → Shablo → Geolier,2
Shablo,Geolier,5171235,Shablo → Sfera Ebbasta → Geolier,2
Lil Baby,EST Gee,5170861,,-1
Os Barões Da Pisadinha,Jorge,5159208,,-1
Juice WRLD,A Boogie Wit da Hoodie,5158810,Juice WRLD → Young Thug → A Boogie Wit da Hoodie,2
Meek Mill,Roddy Ricch,5147112,Meek Mill → Post Malone → Roddy Ricch,2
Lil Yachty,Joji,5141212,Lil Yachty → Juice WRLD → Diplo → Joji,3
Tyler,Dahi,5136895,Tyler → The Creator → Dahi,2
The Creator,Dahi,5136895,The Creator → Tyler → Dahi,2
Brent Faiyaz,Dahi,5136895,Brent Faiyaz → Tyler → Dahi,2
Lil Wayne,Ashanti,5133296,Lil Wayne → Mack Maine → Ashanti,2
Lil Wayne,Mack Maine,5133296,Lil Wayne → Ashanti → Mack Maine,2
Ashanti,Mack Maine,5133296,Ashanti → Lil Wayne → Mack Maine,2
Imagine Dragons,Avicii,5124825,Imagine Dragons → Kygo → Avicii,2
Tyga,Carlos Santana,5120047,Tyga → YG → Carlos Santana,2
YG,Carlos Santana,5120047,YG → Tyga → Carlos Santana,2
Anne-Marie,KSI,5119828,Anne-Marie → Digital Farm Animals → KSI,2
Anne-Marie,Digital Farm Animals,5119828,Anne-Marie → KSI → Digital Farm Animals,2
Digital Farm Animals,KSI,5119828,Digital Farm Animals → Anne-Marie → KSI,2
Post Malone,Saweetie,5117128,Post Malone → Doja Cat → Saweetie,2
Post Malone,Jack Harlow,5117128,Post Malone → DaBaby → Jack Harlow,2
Jack Harlow,Saweetie,5117128,Jack Harlow → Post Malone → Saweetie,2
DaBaby,Saweetie,5117128,DaBaby → Post Malone → Saweetie,2
G-Eazy,blackbear,5116071,G-Eazy → Logic → Marshmello → blackbear,3
Ufo361,CÉLINE,5113459,,-1
Damso,Hamza,5101640,,-1
Summer Walker,USHER,5084823,Summer Walker → Drake → Chris Brown → USHER,3
C. Tangana,Ed Maverick,5079580,,-1
DaBaby,Young Thug,5074613,DaBaby → Post Malone → Young Thug,2
Eno,Dardan,5072979,,-1
Mark Ronson,Sean Ono Lennon,5071367,Mark Ronson → Miley Cyrus → Sean Ono Lennon,2
Miley Cyrus,Sean Ono Lennon,5071367,Miley Cyrus → Mark Ronson → Sean Ono Lennon,2
Anne-Marie,Little Mix,5063181,Anne-Marie → David Guetta → Little Mix,2
Marshmello,Alesso,5062566,Marshmello → James Bay → Alesso,2
Marshmello,James Bay,5062566,Marshmello → Alesso → James Bay,2
Alesso,James Bay,5062566,Alesso → Marshmello → James Bay,2
Tyga,Rich The Kid,5062370,Tyga → Ty Dolla $ign → Rich The Kid,2
G-Eazy,Rich The Kid,5062370,G-Eazy → Tyga → Rich The Kid,2
Ufo361,Ezhel,5060101,,-1
Chance the Rapper,Death Cab for Cutie,5052724,,-1
Mc Poze do Rodo,Neo Beats,5051514,Mc Poze do Rodo → Mainstreet → Neo Beats,2
Mc Poze do Rodo,Mainstreet,5051514,Mc Poze do Rodo → Neo Beats → Mainstreet,2
Neo Beats,Mainstreet,5051514,Neo Beats → Mc Poze do Rodo → Mainstreet,2
NAV,Lil Durk,5041350,NAV → Travis Scott → Lil Durk,2
Gunna,Lil Durk,5041350,Gunna → Drake → Lil Durk,2
Bizarrap,Ptazeta,5035827,,-1
Chance the Rapper,TisaKorean,5033602,Chance the Rapper → Murda Beatz → TisaKorean,2
Chance the Rapper,Murda Beatz,5033602,Chance the Rapper → TisaKorean → Murda Beatz,2
Murda Beatz,TisaKorean,5033602,Murda Beatz → Chance the Rapper → TisaKorean,2
Trippie Redd,KSI,5029979,Trippie Redd → Polo G → KSI,2
Luciano,KC Rebell,5029858,Luciano → RAF Camora → KC Rebell,2
Rvssian,Sfera Ebbasta,5015564,Rvssian → Bad Bunny → J Balvin → Sfera Ebbasta,3
NF,Hopsin,5013851,,-1
Normani,Megan Thee Stallion,4981484,Normani → Ariana Grande → Megan Thee Stallion,2
BENEE,Joji,4977405,,-1
Miley Cyrus,Ghostface Killah,4968610,Miley Cyrus → The Kid LAROI → Marshmello → Logic → Ghostface Killah,4
Avicii,Joe Janiak,4964348,,-1
Avicii,A R I Z O N A,4960503,,-1
RAF Camora,KC Rebell,4956887,RAF Camora → Luciano → KC Rebell,2
The Weeknd,French Montana,4952588,The Weeknd → Post Malone → French Montana,2
The Weeknd,Max B,4952588,The Weeknd → French Montana → Max B,2
French Montana,Max B,4952588,French Montana → The Weeknd → Max B,2
Martin Garrix,Justin Mylo,4950269,Martin Garrix → Dewain Whitmore → Justin Mylo,2
Martin Garrix,Dewain Whitmore,4950269,Martin Garrix → Justin Mylo → Dewain Whitmore,2
Justin Mylo,Dewain Whitmore,4950269,Justin Mylo → Martin Garrix → Dewain Whitmore,2
Salmo,Nitro,4939508,Salmo → Marracash → Nitro,2
Salmo,Marracash,4939508,Salmo → Sfera Ebbasta → Marracash,2
Marracash,MACHETE,4939508,Marracash → thasup → MACHETE,2
Marracash,Nitro,4939508,Marracash → Salmo → Nitro,2
MACHETE,Nitro,4939508,MACHETE → Salmo → Nitro,2
Quavo,Tory Lanez,4936877,Quavo → DaBaby → Tory Lanez,2
21 Savage,DJ Snake,4931256,21 Savage → Justin Bieber → DJ Snake,2
21 Savage,Sheck Wes,4931256,21 Savage → DJ Snake → Sheck Wes,2
DJ Snake,Sheck Wes,4931256,DJ Snake → 21 Savage → Sheck Wes,2
DJ Snake,Offset,4931256,DJ Snake → 21 Savage → Offset,2
DJ Snake,Gucci Mane,4931256,DJ Snake → Selena Gomez → Gucci Mane,2
Offset,Sheck Wes,4931256,Offset → 21 Savage → Sheck Wes,2
Gucci Mane,Sheck Wes,4931256,Gucci Mane → 21 Savage → Sheck Wes,2
Diplo,Sfera Ebbasta,4920218,Diplo → Khalid → Future → Sfera Ebbasta,3
KSI,Tion Wayne,4914429,KSI → Swarmz → Tion Wayne,2
KSI,Swarmz,4914429,KSI → Tion Wayne → Swarmz,2
Tion Wayne,Swarmz,4914429,Tion Wayne → KSI → Swarmz,2
Lil Baby,Quavo,4890527,Lil Baby → Post Malone → Quavo,2
Zuna,Azet,4888449,,-1
Justin Bieber,Gucci Mane,4886056,Justin Bieber → 21 Savage → Gucci Mane,2
Stormzy,Linkin Park,4879064,Stormzy → Pusha T → Linkin Park,2
Stormzy,Pusha T,4879064,Stormzy → Linkin Park → Pusha T,2
Pusha T,Linkin Park,4879064,Pusha T → Stormzy → Linkin Park,2
Fall Out Boy,Lil Peep,4878588,Fall Out Boy → ILOVEMAKONNEN → Lil Peep,2
Fall Out Boy,ILOVEMAKONNEN,4878588,Fall Out Boy → Lil Peep → ILOVEMAKONNEN,2
Lil Peep,ILOVEMAKONNEN,4878588,Lil Peep → Fall Out Boy → ILOVEMAKONNEN,2
Future,jetsonmade,4861875,Future → DaBaby → jetsonmade,2
DaBaby,jetsonmade,4861875,DaBaby → Future → jetsonmade,2
Lil Uzi Vert,Lil Pump,4845475,Lil Uzi Vert → Kanye West → Lil Pump,2
J. Cole,Offset,4840510,J. Cole → Drake → Offset,2
NLE Choppa,Lil Baby,4828004,NLE Choppa → Polo G → Lil Baby,2
Ufo361,Sonus030,4823401,,-1
Juice WRLD,Anuel AA,4822090,Juice WRLD → Rvssian → Anuel AA,2
Anuel AA,Rvssian,4822090,Anuel AA → Bad Bunny → Rvssian,2
Luciano,Shirin David,4803071,,-1
Lil Uzi Vert,Lil Tecca,4800543,Lil Uzi Vert → Juice WRLD → Lil Tecca,2
Cruz Cafuné,Don Patricio,4784115,,-1
Rick Ross,KSI,4777684,Rick Ross → Lil Baby → KSI,2
Rick Ross,S-X,4777684,Rick Ross → Lil Baby → S-X,2
Rick Ross,Lil Baby,4777684,Rick Ross → Drake → Lil Baby,2
Lil Baby,KSI,4777684,Lil Baby → Rick Ross → KSI,2
Lil Baby,S-X,4777684,Lil Baby → Rick Ross → S-X,2
KSI,S-X,4777684,KSI → Rick Ross → S-X,2
Coldplay,Big Sean,4765125,Coldplay → BTS → Nicki Minaj → Big Sean,3
Ufo361,Luciano,4722309,Ufo361 → RAF Camora → Luciano,2
Dardan,Monet192,4701388,,-1
Polo G,Lil Baby,4687909,Polo G → NLE Choppa → Lil Baby,2
Juju,Bausa,4685894,Juju → Capital Bra → Ufo361 → RIN → Bausa,4
Swae Lee,benny blanco,4680055,Swae Lee → Khalid → benny blanco,2
Swae Lee,Jesse®,4680055,Swae Lee → benny blanco → Jesse®,2
benny blanco,Jesse®,4680055,benny blanco → Swae Lee → Jesse®,2
Chance the Rapper,John Legend,4674004,Chance the Rapper → DJ Khaled → John Legend,2
Avicii,Nicky Romero,4661739,,-1
Bonez MC,LX,4640455,Bonez MC → Gzuz → LX,2
Bonez MC,Sa4,4640455,Bonez MC → Gzuz → Sa4,2
Gzuz,LX,4640455,Gzuz → Bonez MC → LX,2
Gzuz,Maxwell,4640455,Gzuz → Bonez MC → Maxwell,2
Gzuz,Sa4,4640455,Gzuz → Bonez MC → Sa4,2
Maxwell,LX,4640455,Maxwell → Bonez MC → LX,2
Maxwell,Sa4,4640455,Maxwell → Bonez MC → Sa4,2
LX,Sa4,4640455,LX → Bonez MC → Sa4,2
Ufo361,KALIM,4629320,,-1
The Chainsmokers,Louane,4629114,,-1
Alesso,TINI,4612123,Alesso → Anitta → TINI,2
Cordae,Roddy Ricch,4609169,Cordae → Jack Harlow → Post Malone → Roddy Ricch,3
Tyler,Lil Yachty,4601709,Tyler → The Creator → Lil Yachty,2
Tyler,Tierra Whack,4601709,Tyler → The Creator → Tierra Whack,2
The Creator,Lil Yachty,4601709,The Creator → Tyler → Lil Yachty,2
The Creator,Tierra Whack,4601709,The Creator → Tyler → Tierra Whack,2
A$AP Rocky,Lil Yachty,4601709,A$AP Rocky → Tyler → Lil Yachty,2
A$AP Rocky,Tierra Whack,4601709,A$AP Rocky → Tyler → Tierra Whack,2
Lil Yachty,Tierra Whack,4601709,Lil Yachty → Tyler → Tierra Whack,2
Nicki Minaj,Avril Lavigne,4601464,,-1
XXXTENTACION,Ky-Mani Marley,4599461,XXXTENTACION → Stefflon Don → Ky-Mani Marley,2
XXXTENTACION,Stefflon Don,4599461,XXXTENTACION → Ky-Mani Marley → Stefflon Don,2
XXXTENTACION,Vybz Kartel,4599461,XXXTENTACION → Stefflon Don → Vybz Kartel,2
Stefflon Don,Ky-Mani Marley,4599461,Stefflon Don → XXXTENTACION → Ky-Mani Marley,2
Stefflon Don,Vybz Kartel,4599461,Stefflon Don → XXXTENTACION → Vybz Kartel,2
Ky-Mani Marley,Vybz Kartel,4599461,Ky-Mani Marley → XXXTENTACION → Vybz Kartel,2
Logic,Jaden,4589859,Logic → Wiz Khalifa → Young Thug → Jaden,3
Rvssian,Clever,4571412,Rvssian → Post Malone → Clever,2
Kygo,Donna Summer,4569978,,-1
Lauv,blackbear,4561189,Lauv → DJ Snake → Gucci Mane → blackbear,3
Cordae,Anderson .Paak,4557573,Cordae → Eminem → Anderson .Paak,2
Lil Wayne,Nivea,4544978,,-1
Offset,Madison Beer,4519238,Offset → JID → League of Legends → Madison Beer,3
Julia Michaels,Niall Horan,4516584,Julia Michaels → Lauv → Anne-Marie → Niall Horan,3
KAROL G,Mambo Kingz,4492902,KAROL G → Quevedo → Mambo Kingz,2
KAROL G,DJ Luian,4492902,KAROL G → Quevedo → DJ Luian,2
KAROL G,Arcángel,4492902,KAROL G → Bad Bunny → Arcángel,2
Anuel AA,Arcángel,4492902,Anuel AA → Bizarrap → Arcángel,2
DJ Luian,Arcángel,4492902,DJ Luian → Bad Bunny → Arcángel,2
Mambo Kingz,Arcángel,4492902,Mambo Kingz → Bad Bunny → Arcángel,2
Logic,G-Eazy,4492703,Logic → X Ambassadors → Bebe Rexha → G-Eazy,3
Bebe Rexha,Jax Jones,4484835,Bebe Rexha → Charli XCX → Jax Jones,2
Rauw Alejandro,Nicky Jam,4465013,Rauw Alejandro → Bizarrap → Nicky Jam,2
Ufo361,RAF Camora,4462744,Ufo361 → Luciano → RAF Camora,2
Chencho Corleone,Cauty,4458066,Chencho Corleone → Darell → Cauty,2
Chencho Corleone,Brytiago,4458066,Chencho Corleone → Ozuna → Brytiago,2
Chencho Corleone,Darell,4458066,Chencho Corleone → Bad Bunny → Darell,2
Chencho Corleone,Cosculluela,4458066,Chencho Corleone → Bad Bunny → Cosculluela,2
Chencho Corleone,Rafa Pabön,4458066,Chencho Corleone → Darell → Rafa Pabön,2
Darell,Cauty,4458066,Darell → Chencho Corleone → Cauty,2
Darell,Cosculluela,4458066,Darell → Bad Bunny → Cosculluela,2
Darell,Rafa Pabön,4458066,Darell → Chencho Corleone → Rafa Pabön,2
Rafa Pabön,Cauty,4458066,Rafa Pabön → Chencho Corleone → Cauty,2
Rafa Pabön,Brytiago,4458066,Rafa Pabön → Chencho Corleone → Brytiago,2
Rafa Pabön,Cosculluela,4458066,Rafa Pabön → Chencho Corleone → Cosculluela,2
Brytiago,Cauty,4458066,Brytiago → Chencho Corleone → Cauty,2
Brytiago,Cosculluela,4458066,Brytiago → Chencho Corleone → Cosculluela,2
Cosculluela,Cauty,4458066,Cosculluela → Chencho Corleone → Cauty,2
The Weeknd,Lil Uzi Vert,4443320,The Weeknd → 21 Savage → Lil Uzi Vert,2
Tainy,DJ Snake,4426272,Tainy → Ozuna → DJ Snake,2
Tainy,Sean Paul,4426272,Tainy → Feid → Sean Paul,2
Tainy,Anitta,4426272,Tainy → J Balvin → Anitta,2
DJ Snake,Sean Paul,4426272,DJ Snake → J Balvin → Sean Paul,2
DJ Snake,Anitta,4426272,DJ Snake → J Balvin → Anitta,2
Sean Paul,Anitta,4426272,Sean Paul → J Balvin → Anitta,2
Trippie Redd,PARTYNEXTDOOR,4416484,Trippie Redd → Lil Baby → Drake → PARTYNEXTDOOR,3
Calvin Harris,ScHoolboy Q,4412014,Calvin Harris → Travis Scott → ScHoolboy Q,2
