Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
SZA,Game of Thrones,41860251,SZA → The Weeknd → Game of Thrones,2
Chencho Corleone,KEVVO,41796659,Chencho Corleone → Rauw Alejandro → KEVVO,2
Chencho Corleone,Bryant Myers,41796659,Chencho Corleone → Bad Bunny → Bryant Myers,2
Chencho Corleone,Lyanno,41796659,Chencho Corleone → Rauw Alejandro → Lyanno,2
Rauw Alejandro,KEVVO,41796659,Rauw Alejandro → Chencho Corleone → KEVVO,2
Rauw Alejandro,Bryant Myers,41796659,Rauw Alejandro → Bad Bunny → Bryant Myers,2
Lyanno,KEVVO,41796659,Lyanno → Chencho Corleone → KEVVO,2
Lyanno,Dalex,41796659,Lyanno → Chencho Corleone → Dalex,2
Dalex,KEVVO,41796659,Dalex → Chencho Corleone → KEVVO,2
Dalex,Bryant Myers,41796659,Dalex → Chencho Corleone → Bryant Myers,2
Bryant Myers,KEVVO,41796659,Bryant Myers → Chencho Corleone → KEVVO,2
Alok,Mc Don Juan,41762267,Alok → Dj GBR → Mc Don Juan,2
Alok,Dj GBR,41762267,Alok → Mc Don Juan → Dj GBR,2
BTS,SUGA,41534112,BTS → Juice WRLD → SUGA,2
The Weeknd,Calvin Harris,41521444,The Weeknd → Future → Calvin Harris,2
Doja Cat,Megan Thee Stallion,41387155,Doja Cat → Ozuna → Megan Thee Stallion,2
Ariana Grande,Megan Thee Stallion,41387155,Ariana Grande → Doja Cat → Megan Thee Stallion,2
Peso Pluma,Fuerza Regida,41365521,Peso Pluma → Grupo Frontera → Fuerza Regida,2
Bad Bunny,Residente,41272852,Bad Bunny → Young Miko → Bizarrap → Residente,3
MC PH,Vulgo FK,41236576,MC PH → MC GP → Vulgo FK,2
MC PH,Veigh,41236576,MC PH → Vulgo FK → Veigh,2
MC PH,Pedro Lotto,41236576,MC PH → Vulgo FK → Pedro Lotto,2
MC PH,Fepache,41236576,MC PH → Vulgo FK → Fepache,2
Vulgo FK,Veigh,41236576,Vulgo FK → MC PH → Veigh,2
Vulgo FK,Pedro Lotto,41236576,Vulgo FK → MC PH → Pedro Lotto,2
Vulgo FK,Fepache,41236576,Vulgo FK → MC PH → Fepache,2
Veigh,Pedro Lotto,41236576,Veigh → MC PH → Pedro Lotto,2
Veigh,Fepache,41236576,Veigh → MC PH → Fepache,2
Pedro Lotto,Fepache,41236576,Pedro Lotto → MC PH → Fepache,2
Doja Cat,Tyga,40963691,Doja Cat → Post Malone → Tyga,2
Cheat Codes,Fetty Wap,40925494,Cheat Codes → CVBZ → Fetty Wap,2
Cheat Codes,CVBZ,40925494,Cheat Codes → Fetty Wap → CVBZ,2
Fetty Wap,CVBZ,40925494,Fetty Wap → Cheat Codes → CVBZ,2
Grupo Marca Registrada,Grupo Frontera,40862816,Grupo Marca Registrada → Junior H → Peso Pluma → Grupo Frontera,3
The Kid LAROI,Stunna Gambino,40838080,The Kid LAROI → Polo G → Stunna Gambino,2
Polo G,Stunna Gambino,40838080,Polo G → The Kid LAROI → Stunna Gambino,2
Ed Sheeran,Yebba,40819170,Ed Sheeran → Burna Boy → Sam Smith → Yebba,3
Marcynho Sensação,Zé Felipe,40779153,Marcynho Sensação → Mc Danny → Zé Felipe,2
Nicki Minaj,Lil Uzi Vert,40772890,Nicki Minaj → Lil Baby → Lil Uzi Vert,2
Coldplay,Seeb,40771798,Coldplay → Selena Gomez → Kygo → OneRepublic → Seeb,4
mgk,Hailee Steinfeld,40722790,mgk → Bebe Rexha → Florida Georgia Line → Hailee Steinfeld,3
Bad Bunny,Duki,40624186,Bad Bunny → Jhayco → Duki,2
Drake,Ty Dolla $ign,40612097,Drake → 21 Savage → Ty Dolla $ign,2
J. Cole,j-hope,40472260,J. Cole → Drake → Bad Bunny → Becky G → j-hope,4
Tyler,YoungBoy Never Broke Again,40440978,Tyler → The Creator → YoungBoy Never Broke Again,2
Tyler,Ty Dolla $ign,40440978,Tyler → 21 Savage → Ty Dolla $ign,2
The Creator,YoungBoy Never Broke Again,40440978,The Creator → Tyler → YoungBoy Never Broke Again,2
The Creator,Ty Dolla $ign,40440978,The Creator → 21 Savage → Ty Dolla $ign,2
Ty Dolla $ign,YoungBoy Never Broke Again,40440978,Ty Dolla $ign → Tyler → YoungBoy Never Broke Again,2
XXXTENTACION,Lil Wayne,40294309,XXXTENTACION → Swae Lee → Lil Wayne,2
Peso Pluma,Christian Nodal,40277841,Peso Pluma → KAROL G → Maluma → Piso 21 → Christian Nodal,4
BTS,Megan Thee Stallion,40204335,BTS → Lil Nas X → Megan Thee Stallion,2
Bad Bunny,Yaviah,40099532,,-1
Halsey,YUNGBLUD,40083425,Halsey → Marshmello → YUNGBLUD,2
Halsey,Travis Barker,40083425,Halsey → mgk → Travis Barker,2
Eminem,Jessie Reyez,40078817,Eminem → Big Sean → Calvin Harris → Jessie Reyez,3
Doja Cat,21 Savage,40076930,Doja Cat → Post Malone → 21 Savage,2
Manan Bhardwaj,Bhupinder Babbal,40060300,,-1
BTS,Juice WRLD,40034202,BTS → benny blanco → Juice WRLD,2
Duki,MYA,40031438,Duki → TINI → MYA,2
Duki,TINI,40031438,Duki → Maria Becerra → TINI,2
TINI,MYA,40031438,TINI → Duki → MYA,2
Taylor Swift,HAIM,39763555,,-1
Alan Walker,Sophia Somajo,39114062,,-1
Shaggy,Cali Y El Dandee,39028544,,-1
Riar Saab,Abhijay Sharma,39022272,,-1
MC Ryan SP,Dj LK da Escócia,38981595,MC Ryan SP → Tchakabum → Dj LK da Escócia,2
MC Ryan SP,Tchakabum,38981595,MC Ryan SP → Dj LK da Escócia → Tchakabum,2
MC Ryan SP,mc jhenny,38981595,MC Ryan SP → Dj LK da Escócia → mc jhenny,2
MC Ryan SP,Mc RF,38981595,MC Ryan SP → Dj LK da Escócia → Mc RF,2
Dj LK da Escócia,Tchakabum,38981595,Dj LK da Escócia → MC Ryan SP → Tchakabum,2
Dj LK da Escócia,mc jhenny,38981595,Dj LK da Escócia → MC Ryan SP → mc jhenny,2
Dj LK da Escócia,Mc RF,38981595,Dj LK da Escócia → MC Ryan SP → Mc RF,2
Tchakabum,mc jhenny,38981595,Tchakabum → MC Ryan SP → mc jhenny,2
Tchakabum,Mc RF,38981595,Tchakabum → MC Ryan SP → Mc RF,2
mc jhenny,Mc RF,38981595,mc jhenny → MC Ryan SP → Mc RF,2
Khalid,A Boogie Wit da Hoodie,38937459,Khalid → Ed Sheeran → A Boogie Wit da Hoodie,2
J. Cole,Cults,38891803,J. Cole → Amber Coffman → Cults,2
J. Cole,Amber Coffman,38891803,J. Cole → Cults → Amber Coffman,2
Cults,Amber Coffman,38891803,Cults → J. Cole → Amber Coffman,2
NOTD,Stanaj,38669233,,-1
Rauw Alejandro,NATTI NATASHA,38522478,Rauw Alejandro → Bad Bunny → NATTI NATASHA,2
Anuel AA,NATTI NATASHA,38522478,Anuel AA → Bad Bunny → NATTI NATASHA,2
Lunay,NATTI NATASHA,38522478,Lunay → Bad Bunny → NATTI NATASHA,2
Semicenk,Doğu Swag,38477520,,-1
Nile Rodgers,LE SSERAFIM,38401023,,-1
Lil Uzi Vert,WanMor,38344473,,-1
Ella Eyre,Banx & Ranx,38247111,Ella Eyre → Yxng Bane → Banx & Ranx,2
Ella Eyre,Yxng Bane,38247111,Ella Eyre → Banx & Ranx → Yxng Bane,2
Banx & Ranx,Yxng Bane,38247111,Banx & Ranx → Ella Eyre → Yxng Bane,2
Offset,Quavo,38033004,Offset → Drake → Quavo,2
Justin Bieber,24kGoldn,38004584,Justin Bieber → J Balvin → 24kGoldn,2
Justin Bieber,J Balvin,38004584,Justin Bieber → David Guetta → J Balvin,2
Justin Bieber,iann dior,38004584,Justin Bieber → J Balvin → iann dior,2
J Balvin,24kGoldn,38004584,J Balvin → Justin Bieber → 24kGoldn,2
J Balvin,iann dior,38004584,J Balvin → Justin Bieber → iann dior,2
Wisin,Enrique Iglesias,37884639,Wisin → Bad Bunny → Enrique Iglesias,2
Avicii,Vargas & Lagola,37863732,Avicii → Agnes → Vargas & Lagola,2
Mike Perry,shy martin,37831593,,-1
Troye Sivan,Charli XCX,37581668,Troye Sivan → Martin Garrix → David Guetta → Charli XCX,3
Lil Wayne,Swizz Beatz,37498108,,-1
Lenny Tavárez,Paulo Londra,37459400,Lenny Tavárez → Feid → Paulo Londra,2
Jimin,HA SUNG WOON,37311739,,-1
Tarcísio do Acordeon,Marcynho Sensação,37050141,Tarcísio do Acordeon → DJ Ivis → Dj Guuga → Zé Felipe → Marcynho Sensação,4
Young Thug,2 Chainz,37048886,Young Thug → Drake → 2 Chainz,2
David Guetta,Black Eyed Peas,36963521,David Guetta → Shakira → Black Eyed Peas,2
David Guetta,Shakira,36963521,David Guetta → Black Eyed Peas → Shakira,2
Rauw Alejandro,Noriel,36923252,Rauw Alejandro → Maluma → Noriel,2
Rauw Alejandro,Almighty,36923252,Rauw Alejandro → Bad Bunny → Almighty,2
Myke Towers,Noriel,36923252,Myke Towers → Rauw Alejandro → Noriel,2
Myke Towers,Almighty,36923252,Myke Towers → Bad Bunny → Almighty,2
Noriel,Almighty,36923252,Noriel → Rauw Alejandro → Almighty,2
The Chainsmokers,XYLØ,36913732,,-1
Lil Durk,Morgan Wallen,36445292,Lil Durk → Trippie Redd → Diplo → Morgan Wallen,3
Mc Paiva ZS,MC Ryan SP,36431050,Mc Paiva ZS → Kotim → MC Ryan SP,2
Mc Paiva ZS,Kotim,36431050,Mc Paiva ZS → MC Ryan SP → Kotim,2
MC Ryan SP,Kotim,36431050,MC Ryan SP → Mc Paiva ZS → Kotim,2
Beyoncé,JAY-Z,36263116,Beyoncé → Future → JAY-Z,2
Tyga,Chris Brown,36163664,Tyga → J Balvin → Chris Brown,2
Rich The Kid,Matuê,36036913,,-1
Felix Jaehn,Hight,35975127,Felix Jaehn → Alex Aiono → Hight,2
Felix Jaehn,Alex Aiono,35975127,Felix Jaehn → Hight → Alex Aiono,2
Hight,Alex Aiono,35975127,Hight → Felix Jaehn → Alex Aiono,2
Ozuna,Tiago PZK,35935335,Ozuna → Shakira → Bizarrap → Tiago PZK,3
Swae Lee,Travis Scott,35747097,Swae Lee → Post Malone → Travis Scott,2
Calvin Harris,Ariana Grande,35526991,Calvin Harris → The Weeknd → Ariana Grande,2
Ariana Grande,Young Thug,35526991,Ariana Grande → Doja Cat → Young Thug,2
Young Thug,Pharrell Williams,35526991,Young Thug → 21 Savage → Pharrell Williams,2
Drake,Playboi Carti,35521891,Drake → Travis Scott → Playboi Carti,2
Logic,Joyner Lucas,35511203,Logic → Eminem → Joyner Lucas,2
Drake,Gucci Mane,35392610,Drake → 21 Savage → Gucci Mane,2
Juice WRLD,SUGA,35245479,Juice WRLD → BTS → SUGA,2
Lil Uzi Vert,StaySolidRocky,35108209,,-1
Shawn Hook,Vanessa Hudgens,35006351,,-1
Louis The Child,Wafia,34962122,,-1
DVBBS,CMC$,34951697,DVBBS → Gia Koka → CMC$,2
DVBBS,Gia Koka,34951697,DVBBS → CMC$ → Gia Koka,2
CMC$,Gia Koka,34951697,CMC$ → DVBBS → Gia Koka,2
DJ Khaled,SZA,34831545,DJ Khaled → Justin Bieber → SZA,2
Jonas Blue,Dakota,34652363,,-1
Avicii,Agnes,34481246,Avicii → Vargas & Lagola → Agnes,2
Agnes,Vargas & Lagola,34481246,Agnes → Avicii → Vargas & Lagola,2
Linkin Park,Kiiara,34393840,Linkin Park → Stormzy → Little Mix → David Guetta → Kiiara,4
Kanye West,Ant Clemons,34254471,Kanye West → Ty Dolla $ign → Ant Clemons,2
Juice WRLD,Young Thug,34161919,Juice WRLD → Post Malone → Young Thug,2
Giveon,Lil Durk,34083585,Giveon → Drake → Lil Durk,2
Drake,J Hus,34063321,Drake → Young Thug → J Hus,2
RM,Youjeen,33983646,,-1
Bomba Estéreo,Tainy,33962746,Bomba Estéreo → Bad Bunny → Tainy,2
Shakira,Fuerza Regida,33719571,Shakira → Manuel Turizo → Marshmello → Fuerza Regida,3
Sech,Romeo Santos,33674106,Sech → Ozuna → Romeo Santos,2
Romeo Santos,Arcángel,33674106,Romeo Santos → Ozuna → Arcángel,2
David Guetta,Kiiara,33655309,David Guetta → Dimitri Vegas & Like Mike → Kiiara,2
Dimitri Vegas & Like Mike,Kiiara,33655309,Dimitri Vegas & Like Mike → David Guetta → Kiiara,2
Dimitri Vegas,Kiiara,33655309,Dimitri Vegas → David Guetta → Kiiara,2
Lil Nas X,DaBaby,33601943,Lil Nas X → Jack Harlow → DaBaby,2
Anitta,Matheus & Kauan,33546799,,-1
Capital Bra,Summer Cem,33478833,Capital Bra → Luciano → Summer Cem,2
Anuel AA,Nicki Minaj,33350812,Anuel AA → KAROL G → Nicki Minaj,2
Anuel AA,Bantu,33350812,Anuel AA → Nicki Minaj → Bantu,2
Nicki Minaj,Bantu,33350812,Nicki Minaj → Anuel AA → Bantu,2
Kiiara,Felix Snow,33181546,,-1
Kendrick Lamar,Kodak Black,33174710,Kendrick Lamar → Travis Scott → Kodak Black,2
Diplo,Morgan Wallen,33003595,Diplo → Trippie Redd → Lil Durk → Morgan Wallen,3
KC Rebell,Summer Cem,32783744,KC Rebell → Luciano → Summer Cem,2
Galantis,Hook N Sling,32721533,,-1
Dadá Boladão,Tati Zaqui,32701322,Dadá Boladão → OIK → Tati Zaqui,2
Dadá Boladão,OIK,32701322,Dadá Boladão → Tati Zaqui → OIK,2
Tati Zaqui,OIK,32701322,Tati Zaqui → Dadá Boladão → OIK,2
Jon Bellion,Vice,32511206,,-1
Luciano,Aitch,32493533,Luciano → BIA → Aitch,2
Luciano,BIA,32493533,Luciano → Aitch → BIA,2
Aitch,BIA,32493533,Aitch → Luciano → BIA,2
Juju,Henning May,32451920,,-1
KHEA,Rusherking,32429756,KHEA → Duki → Rusherking,2
KHEA,Maria Becerra,32429756,KHEA → Duki → Maria Becerra,2
KHEA,LIT killah,32429756,KHEA → Duki → LIT killah,2
KHEA,Tiago PZK,32429756,KHEA → Duki → Tiago PZK,2
Gunna,Lil Uzi Vert,32362129,Gunna → 21 Savage → Lil Uzi Vert,2
Calvin Harris,benny blanco,32340464,Calvin Harris → Khalid → benny blanco,2
Lil Uzi Vert,Don Toliver,32325994,Lil Uzi Vert → Future → Don Toliver,2
Travis Scott,Teezo Touchdown,32312273,Travis Scott → Drake → Teezo Touchdown,2
DaBaby,Megan Thee Stallion,32198710,DaBaby → Post Malone → Megan Thee Stallion,2
Matuê,WIU,31789334,Matuê → Teto → WIU,2
Matuê,Teto,31789334,Matuê → WIU → Teto,2
WIU,Teto,31789334,WIU → Matuê → Teto,2
Bad Bunny,Marc Anthony,31656630,Bad Bunny → Will Smith → Marc Anthony,2
Bad Bunny,Will Smith,31656630,Bad Bunny → Nicky Jam → Will Smith,2
Will Smith,Marc Anthony,31656630,Will Smith → Bad Bunny → Marc Anthony,2
Vishal-Shekhar,Vishal Dadlani,31648253,Vishal-Shekhar → Arijit Singh → Vishal Dadlani,2
Vishal-Shekhar,Shekhar Ravjiani,31648253,Vishal-Shekhar → Arijit Singh → Shekhar Ravjiani,2
Vishal-Shekhar,Kumaar,31648253,Vishal-Shekhar → Arijit Singh → Kumaar,2
Vishal Dadlani,Shekhar Ravjiani,31648253,Vishal Dadlani → Arijit Singh → Shekhar Ravjiani,2
Vishal Dadlani,Kumaar,31648253,Vishal Dadlani → Arijit Singh → Kumaar,2
Shekhar Ravjiani,Kumaar,31648253,Shekhar Ravjiani → Arijit Singh → Kumaar,2
JAY-Z,Rihanna,31461888,JAY-Z → Drake → Rihanna,2
Kendrick Lamar,Sampha,31352437,Kendrick Lamar → Future → Drake → Sampha,3
A Boogie Wit da Hoodie,Fetty Wap,31352330,A Boogie Wit da Hoodie → 6ix9ine → Fetty Wap,2
6ix9ine,Fetty Wap,31352330,6ix9ine → A Boogie Wit da Hoodie → Fetty Wap,2
blackbear,BoyWithUke,31292493,,-1
Bad Bunny,Luar La L,31249185,Bad Bunny → Lunay → Luar La L,2
L7NNON,DJ Biel do Furduncinho,31135935,L7NNON → Bianca → DJ Biel do Furduncinho,2
L7NNON,Bianca,31135935,L7NNON → DJ Biel do Furduncinho → Bianca,2
DJ Biel do Furduncinho,Bianca,31135935,DJ Biel do Furduncinho → L7NNON → Bianca,2
Travis Scott,James Blake,31072727,Travis Scott → 21 Savage → James Blake,2
Justin Bieber,Kehlani,31030805,Justin Bieber → Khalid → Calvin Harris → Kehlani,3
Future,DJ Khaled,31025516,Future → Justin Bieber → DJ Khaled,2
Bing Crosby,The Andrews Sisters,30960433,,-1
Michael Bublé,The Puppini Sisters,30940928,,-1
Post Malone,Migos,30880964,Post Malone → 21 Savage → Migos,2
Eminem,Polo G,30876809,Eminem → Juice WRLD → Polo G,2
Eminem,Mozzy,30876809,Eminem → Polo G → Mozzy,2
Polo G,Skylar Grey,30876809,Polo G → Eminem → Skylar Grey,2
Polo G,Mozzy,30876809,Polo G → Eminem → Mozzy,2
Skylar Grey,Mozzy,30876809,Skylar Grey → Eminem → Mozzy,2
USHER,Lil Jon,30873075,USHER → Ludacris → Lil Jon,2
USHER,Ludacris,30873075,USHER → Lil Jon → Ludacris,2
Lil Jon,Ludacris,30873075,Lil Jon → USHER → Ludacris,2
Axwell /\ Ingrosso,Kid Ink,30863304,,-1
Billie Eilish,ROSALÍA,30671166,Billie Eilish → Justin Bieber → Daddy Yankee → ROSALÍA,3
Post Malone,Tyga,30659321,Post Malone → Doja Cat → Tyga,2
Tyga,Roddy Ricch,30659321,Tyga → Post Malone → Roddy Ricch,2
21 Savage,Pharrell Williams,30648956,21 Savage → Young Thug → Pharrell Williams,2
21 Savage,Tyler,30648956,21 Savage → The Weeknd → Tyler,2
21 Savage,The Creator,30648956,21 Savage → The Weeknd → The Creator,2
The Chainsmokers,Kygo,30603236,The Chainsmokers → Bebe Rexha → Rita Ora → Kygo,3
JAY-Z,DJ Khaled,30545704,JAY-Z → Drake → DJ Khaled,2
J. Cole,kiLL edward,30382183,,-1
Martin Garrix,Dean Lewis,30169252,,-1
Drake,Headie One,30139122,Drake → Future → Ed Sheeran → Stormzy → Headie One,4
Drake,N.E.R.D,30069267,Drake → Rihanna → N.E.R.D,2
Travis Scott,Kendrick Lamar,30031121,Travis Scott → The Weeknd → Kendrick Lamar,2
Zé Felipe,MC Mari,29943448,,-1
DJ Snake,Bipolar Sunshine,29887071,,-1
A Boogie Wit da Hoodie,London On Da Track,29799004,A Boogie Wit da Hoodie → Gunna → London On Da Track,2
A Boogie Wit da Hoodie,Gunna,29799004,A Boogie Wit da Hoodie → Young Thug → Gunna,2
Gunna,London On Da Track,29799004,Gunna → 21 Savage → London On Da Track,2
Roddy Ricch,London On Da Track,29799004,Roddy Ricch → A Boogie Wit da Hoodie → London On Da Track,2
Kygo,Chelsea Cutler,29733764,,-1
Becky G,Maria Becerra,29560090,Becky G → TINI → Maria Becerra,2
Beyoncé,Kendrick Lamar,29541988,Beyoncé → Future → Kendrick Lamar,2
Ariana Grande,Troye Sivan,29514382,Ariana Grande → Justin Bieber → David Guetta → Martin Garrix → Troye Sivan,4
Rosa Walton,Hallie Coggins,29492607,,-1
Drake,Sampha,29491962,Drake → Future → Kendrick Lamar → Sampha,3
Future,Lil Baby,29355273,Future → Post Malone → Lil Baby,2
Shawn Mendes,Zedd,29285712,Shawn Mendes → Taylor Swift → Maren Morris → Zedd,3
Post Malone,Tyla Yaweh,29235093,,-1
Ty Dolla $ign,FKA twigs,29221189,Ty Dolla $ign → Kanye West → FKA twigs,2
Ty Dolla $ign,Skrillex,29221189,Ty Dolla $ign → Kanye West → Skrillex,2
Kanye West,FKA twigs,29221189,Kanye West → Ty Dolla $ign → FKA twigs,2
Kanye West,Skrillex,29221189,Kanye West → Ty Dolla $ign → Skrillex,2
Skrillex,FKA twigs,29221189,Skrillex → Ty Dolla $ign → FKA twigs,2
Bebe Rexha,Ty Dolla $ign,29133382,Bebe Rexha → The Chainsmokers → Ty Dolla $ign,2
Anirudh Ravichander,Super Subu,29086220,,-1
Juice WRLD,Internet Money,29057817,Juice WRLD → The Kid LAROI → Internet Money,2
Juice WRLD,Diplo,29057817,Juice WRLD → Ellie Goulding → Diplo,2
Diplo,Internet Money,29057817,Diplo → Juice WRLD → Internet Money,2
Diplo,Trippie Redd,29057817,Diplo → Juice WRLD → Trippie Redd,2
Trippie Redd,Internet Money,29057817,Trippie Redd → Juice WRLD → Internet Money,2
2 Chainz,Quavo,29002040,2 Chainz → Drake → Quavo,2
G-Eazy,Yo Gotti,28985911,G-Eazy → YBN Nahmir → Yo Gotti,2
G-Eazy,YBN Nahmir,28985911,G-Eazy → Yo Gotti → YBN Nahmir,2
Yo Gotti,YBN Nahmir,28985911,Yo Gotti → G-Eazy → YBN Nahmir,2
Zhavia,Diplo,28911784,Zhavia → French Montana → Diplo,2
Zhavia,French Montana,28911784,Zhavia → Diplo → French Montana,2
Zhavia,Lil Pump,28911784,Zhavia → Diplo → Lil Pump,2
Diplo,French Montana,28911784,Diplo → Swae Lee → French Montana,2
Diplo,Lil Pump,28911784,Diplo → Swae Lee → Lil Pump,2
French Montana,Lil Pump,28911784,French Montana → Swae Lee → Lil Pump,2
21 Savage,Young Nudy,28874277,21 Savage → JID → Young Nudy,2
Metro Boomin,Young Nudy,28874277,Metro Boomin → 21 Savage → Young Nudy,2
MC GP,DJ Matt D,28847840,MC GP → Menor MC → DJ Matt D,2
MC GP,Menor MC,28847840,MC GP → DJ Matt D → Menor MC,2
MC GP,Vulgo FK,28847840,MC GP → MC PH → Vulgo FK,2
DJ Matt D,Menor MC,28847840,DJ Matt D → MC GP → Menor MC,2
DJ Matt D,Vulgo FK,28847840,DJ Matt D → MC GP → Vulgo FK,2
Menor MC,Vulgo FK,28847840,Menor MC → MC GP → Vulgo FK,2
Lil Tjay,Offset,28824205,Lil Tjay → Swae Lee → Offset,2
Lil Tjay,Moneybagg Yo,28824205,Lil Tjay → Offset → Moneybagg Yo,2
Offset,Moneybagg Yo,28824205,Offset → Lil Tjay → Moneybagg Yo,2
DJ Robin,Schürze,28748438,,-1
BTS,Sia,28748134,BTS → Charli XCX → David Guetta → Sia,3
Capital Bra,KC Rebell,28673700,Capital Bra → Luciano → KC Rebell,2
Selena Gomez,Cashmere Cat,28624678,Selena Gomez → Tory Lanez → Cashmere Cat,2
Selena Gomez,Tory Lanez,28624678,Selena Gomez → Cashmere Cat → Tory Lanez,2
Nicky Jam,Amenazzy,28584706,Nicky Jam → Farruko → Amenazzy,2
Khalid,J Balvin,28536016,Khalid → Justin Bieber → J Balvin,2
Zach Bryan,The War And Treaty,28348774,,-1
Travis Scott,Lil Wayne,28241975,Travis Scott → Justin Bieber → Lil Wayne,2
Travis Scott,Migos,28186075,Travis Scott → Post Malone → Migos,2
Bizarrap,Residente,28113655,Bizarrap → Rauw Alejandro → Bad Bunny → Residente,3
Michael Bublé,Shania Twain,28105034,,-1
Myke Towers,Eladio Carrion,28075943,Myke Towers → Bad Bunny → Eladio Carrion,2
Tropa do Bruxo,DJ Ws da Igrejinha,27916960,Tropa do Bruxo → SMU → DJ Ws da Igrejinha,2
Tropa do Bruxo,SMU,27916960,Tropa do Bruxo → DJ Ws da Igrejinha → SMU,2
Tropa do Bruxo,Triz,27916960,Tropa do Bruxo → DJ Ws da Igrejinha → Triz,2
Tropa do Bruxo,Mc Menor Thalis,27916960,Tropa do Bruxo → DJ Ws da Igrejinha → Mc Menor Thalis,2
DJ Ws da Igrejinha,SMU,27916960,DJ Ws da Igrejinha → Tropa do Bruxo → SMU,2
DJ Ws da Igrejinha,Triz,27916960,DJ Ws da Igrejinha → Tropa do Bruxo → Triz,2
DJ Ws da Igrejinha,Mc Menor Thalis,27916960,DJ Ws da Igrejinha → Tropa do Bruxo → Mc Menor Thalis,2
SMU,Triz,27916960,SMU → Tropa do Bruxo → Triz,2
SMU,Mc Menor Thalis,27916960,SMU → Tropa do Bruxo → Mc Menor Thalis,2
Triz,Mc Menor Thalis,27916960,Triz → Tropa do Bruxo → Mc Menor Thalis,2
Selena Gomez,Coldplay,27786158,Selena Gomez → Charlie Puth → BTS → Coldplay,3
Polo G,Lil Wayne,27769728,Polo G → Lil Baby → Lil Wayne,2
MC Caverinha,KayBlack,27641237,MC Caverinha → Wall Hein → KayBlack,2
MC Caverinha,Wall Hein,27641237,MC Caverinha → KayBlack → Wall Hein,2
KayBlack,Wall Hein,27641237,KayBlack → MC Caverinha → Wall Hein,2
The Kid LAROI,Miley Cyrus,27573502,The Kid LAROI → YoungBoy Never Broke Again → Lil Nas X → Miley Cyrus,3
Bebe Rexha,G-Eazy,27541035,Bebe Rexha → Martin Garrix → G-Eazy,2
Lunay,Boza,27501725,Lunay → Lenny Tavárez → Boza,2
Lunay,Lenny Tavárez,27501725,Lunay → Chencho Corleone → Lenny Tavárez,2
Lunay,Juhn,27501725,Lunay → Chencho Corleone → Juhn,2
Lunay,Beéle,27501725,Lunay → Rauw Alejandro → Beéle,2
Lenny Tavárez,Boza,27501725,Lenny Tavárez → Lunay → Boza,2
Lenny Tavárez,Beéle,27501725,Lenny Tavárez → Rauw Alejandro → Beéle,2
Juhn,Boza,27501725,Juhn → Lunay → Boza,2
Juhn,Beéle,27501725,Juhn → Lunay → Beéle,2
Beéle,Boza,27501725,Beéle → Lunay → Boza,2
21 Savage,Lil Durk,27390070,21 Savage → Drake → Lil Durk,2
João Gomes,Vitor Fernandes,27387336,,-1
Lunay,Luar La L,27374075,Lunay → Bad Bunny → Luar La L,2
Gaby Music,Luar La L,27374075,Gaby Music → Lunay → Luar La L,2
Farruko,Ky-Mani Marley,27259259,Farruko → Maluma → XXXTENTACION → Ky-Mani Marley,3
Lil Uzi Vert,Internet Money,26894046,Lil Uzi Vert → Juice WRLD → Internet Money,2
KITSCHKRIEG,SFR,26834549,KITSCHKRIEG → Ufo361 → SFR,2
Halsey,SUGA,26795080,Halsey → BTS → SUGA,2
NOTD,Felix Jaehn,26699509,NOTD → Captain Cuts → Felix Jaehn,2
NOTD,Captain Cuts,26699509,NOTD → Felix Jaehn → Captain Cuts,2
NOTD,Georgia Ku,26699509,NOTD → Felix Jaehn → Georgia Ku,2
Felix Jaehn,Captain Cuts,26699509,Felix Jaehn → NOTD → Captain Cuts,2
Felix Jaehn,Georgia Ku,26699509,Felix Jaehn → NOTD → Georgia Ku,2
Captain Cuts,Georgia Ku,26699509,Captain Cuts → NOTD → Georgia Ku,2
Kygo,Valerie Broussard,26692731,,-1
Drake,Static Major,26692288,Drake → Ty Dolla $ign → Static Major,2
Ty Dolla $ign,Static Major,26692288,Ty Dolla $ign → Drake → Static Major,2
Quevedo,KAROL G,26674770,Quevedo → Anuel AA → KAROL G,2
MC Zaquin,MC Rick,26672289,,-1
Macklemore,Why Don't We,26536605,,-1
Drake,Smiley,26529314,,-1
Kygo,Avicii,26522830,Kygo → Imagine Dragons → Avicii,2
Eminem,Big Sean,26439946,Eminem → Jack Harlow → Big Sean,2
Post Malone,DJ Khaled,26017772,Post Malone → Justin Bieber → DJ Khaled,2
Trippie Redd,Lil Yachty,26007221,Trippie Redd → Juice WRLD → Lil Yachty,2
J. Cole,6LACK,25960414,J. Cole → Lil Tjay → 6LACK,2
Justin Quiles,Paulo Londra,25959853,Justin Quiles → Bizarrap → Paulo Londra,2
Paulo Londra,De La Ghetto,25959853,Paulo Londra → Feid → De La Ghetto,2
Chance the Rapper,Knox Fortune,25689612,,-1
Lennon Stella,Jonas Blue,25640810,Lennon Stella → Liam Payne → Jonas Blue,2
Lennon Stella,Liam Payne,25640810,Lennon Stella → Jonas Blue → Liam Payne,2
Jonas Blue,Liam Payne,25640810,Jonas Blue → Lennon Stella → Liam Payne,2
