Artist ID,Artists,Streams
789,"SZA, The Weeknd, Travis Scott, Game of Thrones",9734321
790,"DJ Snake, Selena Gomez, Ozuna, Cardi B",8815176
791,"benny blanco, Selena Gomez, J Balvin, Tainy",6932644
792,"Joel Corry, Jax Jones, Charli XCX, Saweetie",10206267
793,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",7823821
794,"Internet Money, Gunna, Don Toliver, NAV",5787674
795,"Jasleen Royal, B Praak, Romy, Anvita Dutt",5281989
796,"Internet Money, Gunna, Don Toliver, NAV",13490563
797,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",9640992
798,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6835129
799,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",5357108
800,"DJ Snake, Selena Gomez, Ozuna, Cardi B",7196003
801,"Jax Jones, Martin Solveig, Madison Beer, Europa",6386854
802,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",5055346
803,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",5691541
804,"KSI, S-X, Rick Ross, Lil Baby",4777684
805,"Anitta, Lexa, Luísa Sonza, Rebecca",4719833
806,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4431211
807,"Major Lazer, Travis Scott, Camila Cabello, Quavo",8609820
808,"Chris Jedi, J Balvin, Ozuna, Arcángel",7228989
809,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4998859
810,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas, Kiiara",3885632
811,"Calvin Harris, Future, Khalid, Funk Wav",3677809
812,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",6642647
813,"IAmChino, Pitbull, Yandel, El Chacal",5298454
814,"J Balvin, Dua Lipa, Bad Bunny, Tainy",18329866
815,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",15798488
816,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",9070520
817,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",7814691
818,"Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",5208709
819,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",6255489
820,"DJ Snake, Ozuna, Megan Thee Stallion, LISA",10721446
821,"Joel Corry, Jax Jones, Charli XCX, Saweetie",10539963
822,"Skylar Grey, Polo G, Mozzy, Eminem",6715888
823,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",6699045
824,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan",6239005
825,"Internet Money, Gunna, Don Toliver, NAV",5496008
826,"Nardo Wick, G Herbo, Lil Durk, 21 Savage",5371354
827,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",10104000
828,"Jasleen Royal, B Praak, Romy, Anvita Dutt",7346918
829,"Joel Corry, Jax Jones, Charli XCX, Saweetie",6413378
830,"Internet Money, Gunna, Don Toliver, NAV",6082394
831,"Major Lazer, Travis Scott, Camila Cabello, Quavo",12137952
832,"Chris Jedi, J Balvin, Ozuna, Arcángel",8248405
833,"Calvin Harris, Future, Khalid, Funk Wav",6489368
834,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4677363
835,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas, Kiiara",3682933
836,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",3173083
837,"J Balvin, Dua Lipa, Bad Bunny, Tainy",17215322
838,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",13670911
839,"Internet Money, Gunna, Don Toliver, NAV",8430931
840,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",6792785
841,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",6525012
842,"Dua Lipa, Madonna, Missy Elliott, The Blessed Madonna",5254969
843,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",6309304
844,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",5699091
845,"DJ Snake, Selena Gomez, Ozuna, Cardi B",5283881
846,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",17534302
847,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9397446
848,"Internet Money, Gunna, Don Toliver, NAV",11761627
849,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",11283749
850,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6645822
851,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",5215498
852,"benny blanco, Selena Gomez, J Balvin, Tainy",16111773
853,"DJ Snake, Selena Gomez, Ozuna, Cardi B",14999590
854,"Tropkillaz, J Balvin, Anitta, ZAAC",6470269
855,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",6466119
856,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",5607248
857,"Silk City, Dua Lipa, Diplo, Mark Ronson",4754956
858,"DJ Snake, Selena Gomez, Ozuna, Cardi B",38165586
859,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",21937752
860,"Silk City, Dua Lipa, Diplo, Mark Ronson",8621072
861,"Sia, Diplo, Labrinth, LSD",6825887
862,"Metro Boomin, Travis Scott, Kodak Black, 21 Savage",6624824
863,"Tiësto, Dzeko, Preme, Post Malone",6261693
864,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",6009098
865,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",5165321
866,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4492120
867,"YG, 2 Chainz, Big Sean, Nicki Minaj",4415352
868,"Nicky Jam, J Balvin, Maluma, Ozuna",4175321
869,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",8491557
870,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",7950406
871,"Noriel, Myke Towers, Rauw Alejandro, Almighty",4568865
872,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",18028247
873,"Metro Boomin, Swae Lee, Lil Wayne, Offset",17412528
874,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",9377605
875,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9027369
876,"Imagine Dragons, JID, Arcane, League of Legends",14915794
877,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",9073282
878,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5693961
879,"Internet Money, Gunna, Don Toliver, NAV",19955566
880,"J Balvin, Dua Lipa, Bad Bunny, Tainy",9233510
881,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",6800459
882,"Major Lazer, Travis Scott, Camila Cabello, Quavo",12469995
883,"Chris Jedi, J Balvin, Ozuna, Arcángel",9571759
884,"Calvin Harris, Future, Khalid, Funk Wav",8880669
885,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4597375
886,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",3244729
887,"Imagine Dragons, JID, Arcane, League of Legends",10748281
888,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",10146078
889,"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",7200371
890,"Mesita, Nicki Nicole, Tiago PZK, Emilia",11652047
891,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",15514908
892,"Internet Money, Gunna, Don Toliver, NAV",6840177
893,"BANDIDO, Duki, Rei, Tiago PZK",6475048
894,"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",5696113
895,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",5116589
896,"Internet Money, Gunna, Don Toliver, Lil Uzi Vert",5110475
897,"Internet Money, Gunna, Don Toliver, NAV",22618350
898,"J Balvin, Dua Lipa, Bad Bunny, Tainy",15447808
899,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",12047779
900,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",5805297
901,"Internet Money, Trippie Redd, Diplo, Juice WRLD",5216323
902,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",5061360
903,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5049863
904,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17447086
905,"Internet Money, Gunna, Don Toliver, NAV",10143861
906,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6113493
907,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5174246
908,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",19079770
909,"Jay Rock, Kendrick Lamar, Future, James Blake",10628959
910,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",9008754
911,"XXXTENTACION, Rio Santana, Judah, Andrez Babii",7887553
912,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",7592665
913,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",5683420
914,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",5332656
915,"DJ Khaled, JAY-Z, Future, Beyoncé",4117263
916,"KHEA, Bad Bunny, Duki, Cazzu",4087350
917,"SZA, The Weeknd, Travis Scott, Game of Thrones",12087846
918,"DJ Snake, Selena Gomez, Ozuna, Cardi B",9454260
919,"benny blanco, Selena Gomez, J Balvin, Tainy",8226404
920,"Sia, Diplo, Labrinth, LSD",4230747
921,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",10670757
922,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9270658
923,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",13078037
924,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",12129784
925,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",8458631
926,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",6710186
927,"Jay Rock, Kendrick Lamar, Future, James Blake",5638327
928,"David Guetta, AFROJACK, Charli XCX, French Montana",3669042
929,"Imagine Dragons, JID, Arcane, League of Legends",8677380
930,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",7522342
931,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",6683757
932,"Imagine Dragons, JID, Arcane, League of Legends",8459029
933,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa, Mc Pelé",7797383
934,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",7688180
935,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",12953045
936,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",8348634
937,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",8206526
938,"Rita Ora, Charli XCX, Cardi B, Bebe Rexha",6799572
939,"Tiësto, Dzeko, Preme, Post Malone",6187577
940,"Jay Rock, Kendrick Lamar, Future, James Blake",5591414
941,"Sia, Diplo, Labrinth, LSD",5446465
942,"Diplo, French Montana, Lil Pump, Zhavia",5372588
943,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4332725
944,"Sia, Diplo, Labrinth, LSD",4093327
945,"Internet Money, Gunna, Don Toliver, NAV",24816100
946,"J Balvin, Dua Lipa, Bad Bunny, Tainy",10911826
947,"24kGoldn, Justin Bieber, J Balvin, iann dior",7080346
948,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",6316628
949,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",19683315
950,"Jay Rock, Kendrick Lamar, Future, James Blake",11257360
951,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",9891879
952,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",6189544
953,"DJ Khaled, JAY-Z, Future, Beyoncé",5318359
954,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",5316752
955,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",4952541
956,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",7604273
957,"IAmChino, Pitbull, Yandel, El Chacal",4597041
958,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",17806295
959,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",8637313
960,"Jay Rock, Kendrick Lamar, Future, James Blake",7717740
961,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",7270032
962,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",4643803
963,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",4458049
964,"KHEA, Bad Bunny, Duki, Cazzu",3905861
965,"Internet Money, Gunna, Don Toliver, NAV",29828907
966,"J Balvin, Dua Lipa, Bad Bunny, Tainy",14932474
967,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",11293536
968,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",5306282
969,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",4851997
970,"Internet Money, Trippie Redd, Diplo, Juice WRLD",4628159
971,"Major Lazer, Travis Scott, Camila Cabello, Quavo",12565784
972,"Chris Jedi, J Balvin, Ozuna, Arcángel",9235404
973,"Calvin Harris, Future, Khalid, Funk Wav",7851950
974,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",3699888
975,"IAmChino, Pitbull, Yandel, El Chacal",3405129
976,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17015425
977,"Internet Money, Gunna, Don Toliver, NAV",10810277
978,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6083725
979,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5089579
980,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",4972518
981,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",17531448
982,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",8493716
983,"Jay Rock, Kendrick Lamar, Future, James Blake",8370805
984,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",7419876
985,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",4678108
986,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",4616174
987,"KHEA, Bad Bunny, Duki, Cazzu",3913921
988,"Imagine Dragons, JID, Arcane, League of Legends",23637334
989,"Xamã, Gustah, Neo Beats, Bagua Records",7514812
990,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5333554
991,"DJ Snake, Selena Gomez, Ozuna, Cardi B",33141182
992,"Silk City, Dua Lipa, Diplo, Mark Ronson",13685467
993,"Sia, Diplo, Labrinth, LSD",10270742
994,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",9678529
995,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",8687849
996,"Tiësto, Dzeko, Preme, Post Malone",8605939
997,"YG, 2 Chainz, Big Sean, Nicki Minaj",5461388
998,"Nicky Jam, J Balvin, Maluma, Ozuna",5151280
999,"Lil Baby, Gunna, Lil Durk, NAV",5041350
1000,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4974156
1001,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",17508441
1002,"Jay Rock, Kendrick Lamar, Future, James Blake",12530784
1003,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",12126692
1004,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",7924787
1005,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",6189494
1006,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",16004426
1007,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9151299
1008,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",10123232
1009,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",9443687
1010,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",14997564
1011,"Internet Money, Gunna, Don Toliver, NAV",10643662
1012,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6893966
1013,"Major Lazer, Travis Scott, Camila Cabello, Quavo",12664099
1014,"Chris Jedi, J Balvin, Ozuna, Arcángel",8609000
1015,"Calvin Harris, Future, Khalid, Funk Wav",7829911
1016,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4528111
1017,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",3505922
1018,"IAmChino, Pitbull, Yandel, El Chacal",3311487
1019,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",14630730
1020,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",9799207
1021,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",8009107
1022,"David Guetta, AFROJACK, Charli XCX, French Montana",4458215
1023,"Chris Jedi, J Balvin, Ozuna, Arcángel",4414661
1024,"21 Savage, Offset, Metro Boomin, Travis Scott",4290235
1025,"Huncho Jack, Travis Scott, Quavo, Offset",3561188
1026,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8886956
1027,"Imagine Dragons, JID, Arcane, League of Legends",25356579
1028,"Xamã, Gustah, Neo Beats, Bagua Records",8544423
1029,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",6265463
1030,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5441818
1031,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",8321668
1032,"Dreamville, J. Cole, Lute, DaBaby",7594957
1033,"DJ Snake, Selena Gomez, Ozuna, Cardi B",6601126
1034,"MACHETE, Dani Faiv, thasup, Fabri Fibra",5952166
1035,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",5321063
1036,"MACHETE, Salmo, Nitro, Marracash",4939508
1037,"Jax Jones, Martin Solveig, Madison Beer, Europa",4529531
1038,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",15685933
1039,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",12626097
1040,"Jay Rock, Kendrick Lamar, Future, James Blake",11969348
1041,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",8026268
1042,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",6393498
1043,"DJ Snake, Selena Gomez, Ozuna, Cardi B",11403465
1044,"benny blanco, Selena Gomez, J Balvin, Tainy",11308274
1045,"Tropkillaz, J Balvin, Anitta, ZAAC",5358630
1046,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",5022837
1047,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",4789515
1048,"Sia, Diplo, Labrinth, LSD",4738902
1049,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9847712
1050,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",9560494
1051,"French Montana, Rvssian, Post Malone, Cardi B",8834756
1052,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4768039
1053,"Noriel, Myke Towers, Rauw Alejandro, Almighty",4568502
1054,"Tiësto, Dzeko, Preme, Post Malone",17445103
1055,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",9069664
1056,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",8207814
1057,"Nicky Jam, J Balvin, Maluma, Ozuna",6645232
1058,"Sia, Diplo, Labrinth, LSD",5895004
1059,"Rita Ora, Charli XCX, Cardi B, Bebe Rexha",4778085
1060,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",4717596
1061,"YG, 2 Chainz, Big Sean, Nicki Minaj",4162724
1062,"Bad Bunny, Arcángel, De La Ghetto, Ñengo Flow",15428944
1063,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",13192125
1064,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9664522
1065,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",5922341
1066,"IAmChino, Pitbull, Yandel, El Chacal",5028256
1067,"DJ Snake, Selena Gomez, Ozuna, Cardi B",32878967
1068,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",20003115
1069,"Silk City, Dua Lipa, Diplo, Mark Ronson",7179883
1070,"Sia, Diplo, Labrinth, LSD",6060770
1071,"Tiësto, Dzeko, Preme, Post Malone",5569584
1072,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",4981665
1073,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",4652567
1074,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4176736
1075,"YG, 2 Chainz, Big Sean, Nicki Minaj",4153739
1076,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",7640006
1077,"DJ Snake, Selena Gomez, Ozuna, Cardi B",6328802
1078,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",5215962
1079,"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",4904291
1080,"DJ Snake, Sean Paul, Anitta, Tainy",4426272
1081,"Beyoncé, JAY-Z, Childish Gambino, Oumou Sangaré",4425232
1082,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",8510552
1083,"Lorde, Khalid, Post Malone, SZA",7897754
1084,"Chris Jedi, J Balvin, Ozuna, Arcángel",5880334
1085,"Major Lazer, Travis Scott, Camila Cabello, Quavo",4303867
1086,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",3724104
1087,"DJ Snake, Selena Gomez, Ozuna, Cardi B",21435790
1088,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",11782058
1089,"Silk City, Dua Lipa, Diplo, Mark Ronson",5485879
1090,"Sia, Diplo, Labrinth, LSD",5021106
1091,"Tiësto, Dzeko, Preme, Post Malone",4819228
1092,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",4811741
1093,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4758934
1094,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4440836
1095,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",19555907
1096,"Tiësto, Dzeko, Preme, Post Malone",14460718
1097,"Sia, Diplo, Labrinth, LSD",9170174
1098,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",6621419
1099,"Nicky Jam, J Balvin, Maluma, Ozuna",6532223
1100,"YG, 2 Chainz, Big Sean, Nicki Minaj",5917021
1101,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",5612595
1102,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",5121034
1103,"Young Thug, Young Stoner Life, Gunna, Lil Baby",3835618
1104,"Joel Corry, Jax Jones, Charli XCX, Saweetie",10741703
1105,"Skylar Grey, Polo G, Mozzy, Eminem",7283226
1106,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",6841584
1107,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan",6180251
1108,"Internet Money, Gunna, Don Toliver, NAV",5505823
1109,"Nardo Wick, G Herbo, Lil Durk, 21 Savage",5402707
1110,"Imagine Dragons, JID, Arcane, League of Legends",22999469
1111,"Xamã, Gustah, Neo Beats, Bagua Records",6720768
1112,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",6529230
1113,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5551041
1114,"Tiësto, Dzeko, Preme, Post Malone",11193884
1115,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",11100954
1116,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",8415565
1117,"Sia, Diplo, Labrinth, LSD",7189317
1118,"Rita Ora, Charli XCX, Cardi B, Bebe Rexha",6896670
1119,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",6226249
1120,"Diplo, French Montana, Lil Pump, Zhavia",5797127
1121,"Jay Rock, Kendrick Lamar, Future, James Blake",4672400
1122,"Mesita, Nicki Nicole, Tiago PZK, Emilia",12781512
1123,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8387881
1124,"Imagine Dragons, JID, Arcane, League of Legends",7525831
1125,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",13168070
1126,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",7644988
1127,"21 Savage, Offset, Metro Boomin, Travis Scott",6785782
1128,"David Guetta, AFROJACK, Charli XCX, French Montana",5276851
1129,"Lorde, Khalid, Post Malone, SZA",5274326
1130,"Chris Jedi, J Balvin, Ozuna, Arcángel",5138604
1131,"De La Ghetto, Daddy Yankee, Ozuna, Chris Jedi",3473575
1132,"Chris Brown, Yo Gotti, A Boogie Wit da Hoodie, Kodak Black",3429602
1133,"DJ Snake, Selena Gomez, Ozuna, Cardi B",7729512
1134,"Jax Jones, Martin Solveig, Madison Beer, Europa",6712327
1135,"benny blanco, Selena Gomez, J Balvin, Tainy",5615931
1136,"DJ Khaled, Chris Brown, Lil Wayne, Big Sean",5381713
1137,"SZA, The Weeknd, Travis Scott, Game of Thrones",5369303
1138,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",5043078
1139,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",9744339
1140,"Imagine Dragons, JID, Arcane, League of Legends",8794802
1141,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",6816579
1142,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",6861844
1143,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",5429383
1144,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",14273637
1145,"BANDIDO, Duki, Rei, Tiago PZK",6709106
1146,"Internet Money, Gunna, Don Toliver, NAV",6697067
1147,"Imagine Dragons, JID, Arcane, League of Legends",21330285
1148,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",7281568
1149,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5726116
1150,"DJ Snake, Selena Gomez, Ozuna, Cardi B",24784744
1151,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",12674714
1152,"Silk City, Dua Lipa, Diplo, Mark Ronson",5627393
1153,"Tiësto, Dzeko, Preme, Post Malone",5226205
1154,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",5084818
1155,"Sia, Diplo, Labrinth, LSD",5058169
1156,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",4318986
1157,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4093084
1158,"Internet Money, Gunna, Don Toliver, NAV",28685476
1159,"J Balvin, Dua Lipa, Bad Bunny, Tainy",12758960
1160,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",7146881
1161,"Internet Money, Gunna, Don Toliver, NAV",22798066
1162,"J Balvin, Dua Lipa, Bad Bunny, Tainy",10663666
1163,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",6275914
1164,"24kGoldn, Justin Bieber, J Balvin, iann dior",6107081
1165,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",10705254
1166,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8618077
1167,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",13435439
1168,"Rita Ora, Charli XCX, Cardi B, Bebe Rexha",8480999
1169,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",8350336
1170,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",7806230
1171,"Sia, Diplo, Labrinth, LSD",6572991
1172,"Jay Rock, Kendrick Lamar, Future, James Blake",6264344
1173,"Sia, Diplo, Labrinth, LSD",5443651
1174,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4910625
1175,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",17769573
1176,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",9381844
1177,"Jay Rock, Kendrick Lamar, Future, James Blake",7287386
1178,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",6989573
1179,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",4720121
1180,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",4139051
1181,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",6481289
